"HB 528","Graduate degree teacher incentive loans; establish for teachers agreeing to teach in public schools or IHLs.","Education",,,
"HC 142","Grand Gulf Nuclear Station; commend for 25 years of clean, reliable and affordable energy to Mississippi.","Resolutions","Energy",,
"HB 590","Grandparents' visitation rights; expand availability of.","Family and Children Issues",,,
"HC 93","Greenhouse gases; support congressional action on.","Environmental",,,
"HB 107","Group property and workers' compensation insurance program; require DFA to establish for all school districts.","Education",,,
"HB 183","Group purchasing programs by certain public hospitals and regional mental health centers; extend repealer on authority to create.","Health",,,
"SB 2893","Growth and Prosperity Act; revise the data upon which supervisors districts are determined eligible for the program.","Other",,,
"HB 1583","Growth and Prosperity Act; revise the date upon which supervisors districts are determined eligible.","Other",,,
"SB 2130","Gubernatorial pardon; require public hearing.","Legal Issues","Crime","Executive",
"HC 70","Gulfport High School Boys Soccer Team; commend and congratulate on winning 2010 Class 6A State Championship.","Resolutions",,,
"HR 110","Gulfport High School; commend for winning 2010 ""We the People"" civic education competition and advancing to national event.","Resolutions",,,
"HC 79","Gulfport High School; commend on winning State Quiz Bowl.","Resolutions",,,
"HB 1103","Gun permits; clarify that permit law supersedes other provisions of law.","Guns",,,
"HB 447","Habitual offender; no plea bargaining for violent offenders.","Crime",,,
"HC 18","Hamilton High School Softball Team; commend on winning 2009 2A State Championship.","Resolutions",,,
"SB 2746","Hamlets; revise law regulating.","Other",,,
"HB 1733","Hancock County Tourism Development Bureau; extend repealer.","Municipal/County Issues",,,
"HB 1408","Hancock County Utility Authority; revise composition of board of directors.","Municipal/County Issues",,,
"HB 1729","Hancock County; authorize to levy a certain lien related to car tags for unpaid water and sewer bills.","Municipal/County Issues",,,
"HB 1311","Handicapped parking; delete requirement for physician's certification annually upon renewing special tag.","Transportation",,,
"HB 13","Handicapped parking; reserve spaces for ramp-equipped vans.","Transportation",,,
"HB 483","Handicapped parking; reserve spaces for ramp-equipped vans.","Transportation",,,
"HB 1751","Harrison County; authorize board of supervisors to enter into certain contracts to promote tourism.","Municipal/County Issues",,,
"SB 3209","Harrison County; authorize contracts with not-for-profit organizations for promotion of tourism and conventions.","Municipal/County Issues","Commerce",,
"SB 3196","Harrison County; authorize the lease of a trailer to the Gulf Coast Community Foundation for nominal consideration.","Municipal/County Issues",,,
"HB 1737","Harrison County; authorize to create the ""Harrison County Motor Vehicle for Hire Commission.""","Municipal/County Issues","Transportation",,
"SB 3206","Harrison County; authorize to create the ""Harrison County Motor Vehicle for Hire Commission.""","Municipal/County Issues","Transportation",,
"HB 1728","Harrison County; create Civil Service Commission for the Harrison County Sheriff's Department.","Municipal/County Issues",,,
"HB 671","Harvest permits; increase maximum weight limit for vehicles having to 88,000 pounds.","Transportation",,,
"HB 1754","Hattiesburg Public School District; authorize release of certain funds to Hattiesburg Public Schools Foundation.","Education",,,
"HB 1003","Headlights; require to be used whenever windshield wipers necessitated.","Transportation",,,
"HB 879","Headlights; require to be used whenever windshield wipers necessitated.","Transportation",,,
"SB 2093","Headlights; require use during precipitation.","Transportation",,,
"SB 2182","Headlights; require use during precipitation.","Transportation",,,
"SB 2653","Headlights; require use of when windshield wipers necessary.","Transportation",,,
"HB 1274","Headlights; require use whenever windshield wipers necessitated.","Transportation",,,
"HB 1185","Health and disability income insurance; require insurers to provide an explanation to individual whose application is rejected.","Health","Insurance",,
"HB 453","Health and human services agencies; require to prepare videos with certain information for benefit recipients and others.","Health","Insurance",,
"HB 560","Health benefit plans; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"HB 610","Health benefit plans; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"HB 616","Health benefit plans; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"HB 656","Health benefit plans; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"SB 2344","Health benefit plans; prohibit unfair discrimination against subjects of abuse.","Health","Insurance",,
"HB 1512","Health benefit plans; require coverage for HPV screenings.","Health","Insurance",,
"SB 2514","Health care certificate of need; remove moratorium on home health agencies.","Health","Insurance",,
"SB 2613","Health care certificates of need; issue for construction of PRTF and child acute care beds in certain counties.","Health","Insurance",,
"HB 1760","Health care exchange plans; prohibit use of federal funds to pay for elective abortions in Mississippi.","Health","Insurance",,
"SB 3214","Health care exchange plans; prohibit use of federal funds to pay for elective abortions in Mississippi.","Health","Insurance",,
"SB 2162","Health care facility certificate of need; revise minimum expenditures requiring review, etc.","Health","Insurance",,
"HB 47","Health care providers; provide for a lien on certain third-party payment for services to patient or policyholder.","Health","Insurance",,
"HB 652","Health care services; declare state policy that availability of is the right of all citizens of Mississippi.","Health","Insurance",,
"SB 2839","Health Care Trust Fund and Health Care Expendable Fund; abolish and transfer assets to the State General Fund.","Health","Insurance",,
"HB 1192","Health care; Board of Health adopt guidelines incorporating principles of patient-centered medical home.","Health","Insurance",,
"HB 677","Health discount plans; delete repealer on.","Health","Insurance",,
"SB 2682","Health discount plans; delete repealer on.","Health","Insurance",,
"HB 224","Health discount plans; extend repealer on requirements for.","Health","Insurance",,
"SB 2398","Health discount plans; extend repealer on requirements for.","Health","Insurance",,
"HB 117","Health Disparities Council; create.","Health",,,
"HB 789","Health Disparities Council; create.","Health",,,
"SB 2543","Health education in public schools; to include medically and scientifically accurate information.","Health","Education",,
"HB 1423","Health Information Technology Act; create to require state agencies to coordinate with other agencies.","Health","Technology and Communication",,
"SB 2842","Health Information Technology Act; enact.","Health","Technology and Communication",,
"SB 2554","Health Insurance Exchange Study Committee; create.","Health","Insurance",,
"SB 2302","Health insurance policies; prohibit from limiting or denying coverage for any drugs upon certain conditions.","Health","Insurance",,
"SB 2175","Health insurance policies; require coverage for autism spectrum disorders.","Health","Insurance",,
"SB 2363","Health insurance policies; require coverage for autism spectrum disorders.","Health","Insurance",,
"HB 808","Health insurance policies; require coverage for certain obesity treatments.","Health","Insurance",,
"HB 362","Health insurance policies; require coverage for colorectal cancer examinations.","Health","Insurance",,
"SB 2545","Health insurance policies; require coverage for colorectal cancer examinations.","Health","Insurance",,
"HB 1329","Health insurance policies; require coverage for hearing aids for dependent children.","Health","Insurance",,
"SB 2556","Health insurance policies; require coverage for hearing aids.","Health","Insurance",,
"SB 2748","Health insurance policies; require coverage for hearing aids.","Health","Insurance",,
"SB 2988","Health insurance; limit insurers' recoupment of payments to health care providers.","Health","Insurance",,
"HB 48","Health insurance; prohibit issuance of policy restricting insurer from assigning benefits to provider.","Health","Insurance",,
"SB 2127","Health insurance; provide for reciprocal limitations on claim filing and claim audits.","Health","Insurance",,
"SB 2295","Health insurance; provide reciprocal limitations on claim filing and claim audits.","Health","Insurance",,
"HB 1496","Health insurance; require certain health insurance policies to provide coverage for autism spectrum disorders.","Health","Insurance",,
"SB 2607","Health insurance; require certain health insurance policies to provide coverage for autism spectrum disorders.","Health","Insurance",,
"HB 233","Health insurance; require coverage for domestic abuse injuries.","Health","Insurance",,
"SB 2098","Health insurance; require coverage for infertility treatments.","Health","Insurance",,
"HB 321","Health insurance; require coverage for pregnancy.","Health","Insurance",,
"HB 159","Health insurance; require coverage for treatment of infertility in certain policies.","Health","Insurance",,
"SB 2055","Health insurance; require health insurance policies and State Health Plan to cover autism spectrum disorders.","Health","Insurance",,
"SB 2129","Health insurance; require health insurance policies and State Health plan to cover autism spectrum disorders.","Health","Insurance",,
"SB 2137","Health insurance; require insurers to offer insurance under the federal Health Care Tax Credit Program.","Health","Insurance",,
"HB 457","Health insurance; require providers to allow children under 30 who are veterans to be covered under parent's policy.","Health","Insurance",,
"HR 75","Health Insurer ""Code of Conduct""; encourage House of Representatives of Mississippi to work with health care community to develop.","Health","Insurance",,
"SB 2310","Health insurers; require coverage for injuries from participation in certain legal activities.","Health","Insurance",,
"SB 2820","Health professional students receiving SREB scholarships; IHL shall not impose certain conditions.","Health","Insurance",,
"HB 785","Health screening; require annually for Medicaid, CHIP & State Health Plan recipients & participants.","Health","Insurance",,
"HB 145","Health screening; require annually for Medicaid, CHIP and State Health Plan recipients and participants.","Health","Insurance",,
"HB 129","Healthcare Coordinating Council; require to make report on specific health goals for the state.","Health","Insurance",,
"HB 784","Healthcare Coordinating Council; require to make report on specific health goals for the state.","Health","Insurance",,
"HB 1078","Healthier School Initiative; require the State Department of Education to implement to incentivize schools.","Health","Education",,
"SB 2817","Healthy Food Retail Act; create to encourage consumption of affordable healthy foods in underserved communities.","Agriculture and Food",,,
"SB 2311","Helmets; required for operators and passengers on motorcycles and ATVs under certain age.","Transportation",,,
"SB 2388","High school alternative career track programs and diplomas; provide conditions for schools to offer.","Education",,,
"SB 2854","High school alternative career track programs and diplomas; provide conditions for schools to offer.","Education",,,
"SB 2389","High School alternative career track programs; provide conditions for schools to offer.","Education",,,
"HB 1245","High school curriculum; provide for separate diplomas for academic curriculum and career major curriculum.","Education",,,
"SB 3011","High school students suspended from extracurricular/athletic activity for failure to maintain certain grades; repeal.","Education",,,
"SB 2039","Highway patrol officer; revise minimum qualifications.","Transportation",,,
"HB 962","Highway Patrol officers; allow to be employed after retirement under certain circumstances.","Transportation",,,
"HB 1159","Highway Patrol officers; specify rate of compensation for certain.","Transportation",,,
"HB 298","Highway patrol; allow beneficiary of officers killed in line of duty to receive weapon and revise minimum requirements.","Transportation",,,
"HB 296","Highway Patrol; revise minimum requirements for officers.","Transportation",,,
"HB 1253","Highway rights-of-way; provide transportation commissioners shall contract for baling of grass and vegetation when possible.","Transportation",,,
"SB 2111","Highways; add certain segment of Miss. 32 in Sunflower County and Miss. 6 in Pontotoc County to state highway system.","Transportation",,,
"HB 1028","Highways; add segments of certain roads within the corporate limits of the City of Jackson to the state highway system.","Transportation",,,
"SB 2250","Highways; add segments of certain roads within the corporate limits of the City of Jackson to the state highway system.","Transportation",,,
"SB 2977","Highways; allow on-premise signs to be a certain distance from the business.","Transportation",,,
"SB 3014","Highways; create the ""John Paul Frerer Bicycle Safety Act.""","Transportation",,,
"SB 2818","Highways; repeal the section that designates a certain segment of MS Highway 5 in Benton County as a scenic route.","Transportation",,,
"HB 1060","Highways; require MDOT install rumble strips along shoulders of newly constructed or paved roadways.","Transportation",,,
"HB 605","Highways; require MDOT install rumble strips along shoulders of newly constructed or resurfaced roadways.","Transportation",,,
"SB 3013","Highways; revise requirements for trucks carrying loose material.","Transportation",,,
"SB 2092","Highways; Transportation Department construct Highway 72 bypass for City of Corinth.","Transportation",,,
"SB 2782","Hill Fire folk play; designate as official folk play of Mississippi.","Arts and Humanities",,,
"HB 1750","Hinds County; authorize to pay PERS employer contributions on net fee income of constables.","Municipal/County Issues",,,
"HB 1687","Hinds County; may establish Hinds County Economic Development Authority and abolish Hinds County Economic Development district.","Municipal/County Issues",,,
"SB 3192","Hinds County; may establish the Hinds Co. Economic Development Authority and abolish Hinds Co. Economic Development District.","Municipal/County Issues",,,
"HB 1323","Hit and run; increase felony penalties.","Crime","Transportation",,
"SB 2597","Hit-and-run; revise penalties under certain circumstances.","Crime","Transportation",,
"HB 506","HIV/AIDS testing; require for offenders in state custody upon release.","Health","Crime",,
"HR 106","Holmes CC-Grenada Campus' Alpha Mu Beta Chapter of Phi Theta Kappa; commend upon being named Most Distinguished Chapter.","Resolutions",,,
"SB 2590","Home mortgages; prohibit certain mortgage lending practices.","Housing and Property",,,
"SB 2605","Home mortgages; prohibit certain mortgage lending practices.","Housing and Property",,,
"HB 1312","Homebuyer Assistance Program; establish to provide loan for down payment/closing cost, to be repaid with federal tax credit.","Housing and Property",,,
"SB 2717","Homemade beer; authorize making of homemade beer for domestic or household uses.","Legal Issues",,,
"SB 2848","Homeowner's Emergency Assistance Loan Program; establish under the Mississippi Home Corporation.","Housing and Property",,,
"HB 752","Homeowner's Emergency Mortgage Assistance Program; establish.","Housing and Property",,,
"SB 2382","Homeowners insurance policies; adopt efficient proximate cause doctrine to require coverage for certain losses.","Housing and Property",,,
"HB 564","Homeowners insurance; require the Commissioner of Insurance to make an annual report evaluating companies offering.","Housing and Property",,,
"HB 77","Homeowners; remove any liability when contractor fails to pay subcontractor.","Housing and Property",,,
"SB 2150","Homeschool students; authorize dual enrollment in public schools.","Housing and Property",,,
"SB 3034","Homestead exemption reimbursement; prohibit under certain conditions.","Housing and Property",,,
"HB 717","Homestead exemption reimbursements; prohibit Department of Revenue from distributing when local taxing district fails to publish increase in appraised value.","Housing and Property",,,
"HB 12","Homestead exemption; exempt portion of increase in assessed value above assessed value for preceding year.","Housing and Property",,,
"HB 554","Homestead exemption; extend to unremarried surviving spouses of totally disabled veterans.","Housing and Property","Military",,
"SB 2022","Homestead exemption; extend to unremarried surviving spouses of totally disabled veterans.","Housing and Property","Military",,
"HB 1568","Homestead exemption; increase for persons 65 years of age or older or totally disabled.","Housing and Property","Military","Senior Issues",
"HB 1582","Homestead exemption; increase for persons 65 years of age or older or totally disabled.","Housing and Property","Military","Senior Issues",
"SB 2052","Homestead exemption; increase for persons 65 years of age or older or totally disabled.","Housing and Property","Military","Senior Issues",
"HB 164","Homestead exemption; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans.","Housing and Property","Military",,
"HB 335","Homestead exemption; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans.","Housing and Property","Military",,
"HB 772","Homestead exemption; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans.","Housing and Property","Military",,
"SB 2041","Homestead exemption; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans.","Housing and Property","Military",,
"HB 1562","Homestead exemption; increase for totally disabled veterans.","Housing and Property","Military",,
"HB 1697","Homestead exemption; increase for totally disabled veterans.","Housing and Property","Military",,
"HB 8","Homestead exemption; increase for totally disabled veterans.","Housing and Property","Military",,
"SB 3173","Homestead exemption; increase in certain counties for persons 65 or older or totally disabled.","Housing and Property","Senior Issues",,
"HB 1570","Homestead exemption; increase.","Housing and Property",,,
"HB 18","Homestead exemption; increase.","Housing and Property",,,
"HB 19","Homestead exemption; increase.","Housing and Property",,,
"HB 294","Homestead exemption; increase.","Housing and Property",,,
"HB 94","Homestead exemption; increase.","Housing and Property",,,
"SB 3098","Homestead exemption; increase.","Housing and Property",,,
"HB 79","Homestead exemption; provide for certain owners of manufactured homes or mobile homes.","Housing and Property",,,
"SB 2226","Homestead exemption; provide for certain owners of manufactured homes or mobile homes.","Housing and Property",,,
"SB 2068","Homestead exemption; revise.","Housing and Property",,,
"HC 62","Honorable Paul E. Winfield; commend upon being elected the 44th Mayor of the City of Vicksburg.","Recreation",,,
"HR 65","Honorable Paul E. Winfield; commend upon being elected the 44th Mayor of the City of Vicksburg.","Recreation",,,
"HC 28","Honorable Thomas F. Hall; commend on recent retirement.","Resolutions",,,
"HB 1332","Hope Program; establish and develop system to re-enroll high school dropouts in programs leading to a high school diploma.","Education",,,
"HB 587","Hospices; prohibit issuance of new licenses for unless specifically authorized by legislation.","Health",,,
"SB 2360","Hospital Infections Disclosure Act of 2010; enact.","Health",,,
"HB 978","Hospitals; require to publish any discounts provided to health insurers.","Health",,,
"HR 5","House Rules; amend to allow member to request that conference report be read in full before vote on adoption.","Legislative Affairs",,,
"HR 9","House Rules; amend to limit additional compensation or allowance that may be paid to Speaker Pro Tempore.","Legislative Affairs",,,
"HR 11","House Rules; amend to require approval of majority of House before employment of certain officers and employees.","Legislative Affairs",,,
"HR 10","House Rules; member may serve as Speaker for only two terms.","Legislative Affairs","Government Reform",,
"HB 182","Housing Development Revolving Loan Fund; extend repealer on MDA's authority to use bond proceeds for.","Housing and Property",,,
"HB 1690","Housing Loan Assistance Pilot Program; create.","Housing and Property",,,
"HB 1575","Housing repair grant program; authorize issuance of bonds to provide grants to low income individuals for home repair.","Housing and Property",,,
"HB 434","Human Embryo Protection Act; create.","Social Issues",,,
"SB 2428","Human Relations Commission; establish.","Social Issues",,,
"HB 1736","Humphreys County; authorize to contribute funds to Humphreys County Dixie Youth Little League.","Municipal/County Issues",,,
"HB 1296","Hunting & fishing licenses; allow Department of Wildlife, Fisheries and Parks to recoup administrative fees for.","Animal Rights and Wildlife Issues",,,
"HB 1239","Hunting and fishing license; waive fees for nonresidents with valid active military identification.","Animal Rights and Wildlife Issues",,,
"HB 1303","Hunting and fishing; create an additional category for a lifetime sportsman license.","Animal Rights and Wildlife Issues",,,
"HB 1068","Hunting and fishing; remove the license requirement that a veteran's total disability must be service related.","Animal Rights and Wildlife Issues",,,
"SB 2574","Hunting rights on Sixteenth Section school land; local school board may hold an auction on leases for.","Animal Rights and Wildlife Issues",,,
"HB 1297","Hunting stands; require persons using to use full-body safety harness.","Animal Rights and Wildlife Issues",,,
"HB 266","Hunting; allow special youth season on open public lands.","Animal Rights and Wildlife Issues",,,
"SB 2922","Hunting; allow the use of crossbows during deer and turkey seasons.","Animal Rights and Wildlife Issues",,,
"HB 217","Hunting; create spring squirrel hunting season.","Animal Rights and Wildlife Issues",,,
"SB 2914","Hunting; increase fines for trespass and conform hunting on lands of another without permission.","Animal Rights and Wildlife Issues",,,
"SB 2190","Hunting; prohibit hunting with a firearm near a dwelling without permission of owner.","Animal Rights and Wildlife Issues",,,
"HB 1070","Hunting; provide a hunting season for children.","Animal Rights and Wildlife Issues",,,
"HB 1295","Hunting; provide for assessment of administrative fee for hunting without license.","Animal Rights and Wildlife Issues",,,
"SB 2918","Hunting; require person using elevated hunting stands to use safety harness.","Animal Rights and Wildlife Issues",,,
"SB 2857","Hunting; require safety program for use of trails in wildlife management areas during gun season.","Animal Rights and Wildlife Issues",,,
"HB 913","I.B. Diploma Program; require IHL to grant minimum credit to certain graduates of.","Education",,,
"HB 1529","ICCCY and State System of Care; delete repealers, expand council and define authority of council.","Other",,,
"HB 807","Identity theft; establish procedure for victim to have debt forgiven and credit reports purged.","Business and Consumers",,,
"SB 2476","Identity theft; establish procedure for victim to have debt forgiven and credit reports purged.","Business and Consumers",,,
"SB 2638","Ignition interlock; create DUI-restricted driver's license.","Crime","Transportation",,
"HB 1437","IHL and community colleges; may waive out-of-state or out-of-district tuition for students living within 50 miles of campus.","Education",,,
"SB 2391","IHL Board of Trustees; may transfer to State Veterans Affairs Board certain real property in Newton County.","Education",,,
"HB 1054","IHL Funding Study Committee; create.","Education",,,
"SB 2285","IHL; may waive out-of-state tuition for students on a reciprocity basis.","Education",,,
"HB 1036","IHLs; require to accept all credit hours earned by a student graduating from a community or junior college and transferring to.","Education",,,
"SB 2239","Illegitimate births; repeal misdemeanor for second or subsequent.","Legal Issues",,,
"SB 2032","Immigration Reform Act of 2010; enact.","Immigration",,,
"SB 2283","Immigration status; make various revisions.","Immigration",,,
"HB 1389","Immunizations; allow parents with bona fide belief that such will harm children to be exempt from requirements.","Health",,,
"HB 759","Implied consent law; allow sentence for violations to be suspended or reduced if violator is under 21 years.","Family and Children Issues","Crime",,
"HB 760","Implied consent law; allow sentence for violations to include house arrest at rehab center.","Crime",,,
"HB 666","Implied Consent Law; authorize MDOT officers to enforce.","Crime",,,
"HB 76","Implied Consent Law; clarify who may administer blood tests.","Crime",,,
"HB 42","Implied Consent Law; provide enhanced penalties for higher blood alcohol concentration.","Crime",,,
"HB 1453","Implied consent; refusal appeal to toll suspension for reasonable time to contest.","Crime",,,
"HB 1428","Implied consent; revise chemical testing.","Crime",,,
"SB 2967","Income tax and sales tax; 3-year assessment period begins to run after corporation's or LLC's liability becomes final.","Budget, Spending and Taxes","Commerce",,
"HB 1411","Income tax and sales tax; revise provisions regarding liability of certain owners and members of corporations and limited liability companies.","Budget, Spending and Taxes","Commerce",,
"SB 3079","Income tax credit for port facility usage and annual impact report; extend repeal date.","Budget, Spending and Taxes","Commerce",,
"SB 2177","Income tax credit; authorize for taxpayers who maintain, support and care for a dependent with a diagnosis of developmental disability.","Budget, Spending and Taxes","Health",,
"SB 2304","Income tax credit; provide for contributions to school tuition organizations or public schools.","Budget, Spending and Taxes","Education",,
"HB 89","Income tax refund checkoff; authorize for Mississippi Council for Economic Education.","Budget, Spending and Taxes","Education",,
"SB 2229","Income tax; a relative 65 or older, who resides with taxpayer and whose income is $12,000.00 or less, is a dependent.","Budget, Spending and Taxes","Senior Issues",,
"SB 2060","Income tax; allow adjustment to gross income for certain unreimbursed travel expenses of National Guard/Reserves.","Budget, Spending and Taxes","Military",,
"HB 1716","Income tax; allow credit for owner of lands dedicated to certain public or wildlife use.","Budget, Spending and Taxes","Housing and Property",,
"HB 1091","Income tax; authorize a credit for a portion of health insurance premiums paid by a small employer for employees.","Budget, Spending and Taxes","Health","Insurance",
"HB 1567","Income tax; authorize a credit for costs of installing certain energy-efficient products in homes.","Budget, Spending and Taxes","Energy",,
"HB 863","Income tax; authorize a credit for first-time homebuyers of principal residence.","Budget, Spending and Taxes","Housing and Property",,
"HB 382","Income tax; authorize a credit for health insurance premiums paid by a small business for employees.","Budget, Spending and Taxes","health","Insurance","Business and Consumers"
"HB 1573","Income tax; authorize a credit for purchase and installation of wind energy systems/solar energy systems.","Budget, Spending and Taxes","Energy",,
"HB 1088","Income tax; authorize a credit for taxpayers pursuing associate degree or baccalaureate degree.","Budget, Spending and Taxes","Education",,
"SB 2327","Income tax; authorize a credit for taxpayers who are first-time homebuyers of a principal residence in this state.","Budget, Spending and Taxes","Housing and Property",,
"SB 2385","Income tax; authorize a credit for taxpayers who are first-time homebuyers of a principal residence in this state.","Budget, Spending and Taxes","Housing and Property",,
"SB 3185","Income tax; authorize a credit for the purchase of new hybrid electric vehicles or electric vehicles.","Budget, Spending and Taxes","Energy","Transportation",
"SB 2213","Income tax; authorize a deduction for certain college savings plans maintained by other states.","Budget, Spending and Taxes","Education",,
"HB 90","Income tax; authorize a deduction for contributions to qualified tuition programs.","Budget, Spending and Taxes","Education",,
"HB 1694","Income tax; authorize a job credit for employers that hire certain unemployed persons.","Budget, Spending and Taxes","Labor",,
"HB 693","Income tax; authorize adjustament to gross income for costs paid for textbooks and supplies for home schooled students.","Budget, Spending and Taxes","Education",,
"HB 775","Income tax; authorize adjustment to gross income for physician providing services for which no compensation is received.","Budget, Spending and Taxes","Health",,
"HB 1704","Income tax; authorize an adjustment to gross income for employers that hire certain unemployed persons.","Budget, Spending and Taxes","Labor",,
"HB 478","Income tax; authorize an adjustment to gross income for higher education tuition, fees and other costs.","Budget, Spending and Taxes","Education",,
"HB 449","Income tax; authorize an adjustment to gross income for portion of self-employment taxes paid by self-employed individuals.","Budget, Spending and Taxes","Labor",,
"HB 1590","Income tax; authorize credit for portion of costs of college textbooks.","Budget, Spending and Taxes","Education",,
"HB 1595","Income tax; authorize credit for taxpayers who maintain, support and care for dependent with diagnosis of developmental disability.","Budget, Spending and Taxes","Health",,
"HB 1703","Income tax; authorize establishment of catastrophe savings accounts and exempt contributions and distributions from tax.","Budget, Spending and Taxes",,,
"HB 479","Income tax; authorize fuel cost adjustment to gross income.","Budget, Spending and Taxes","Energy",,
"HB 1","Income tax; authorize job tax credit for cut and sew jobs in the upholstered household furniture manufacturing industry.","Budget, Spending and Taxes",,,
"HB 1674","Income tax; authorize job tax credit for new cut and sew jobs in the upholstered household furniture manufacturing industry.","Budget, Spending and Taxes",,,
"SB 3182","Income tax; authorize job tax credit for new cut and sew jobs in the upholstered household furniture manufacturing industry.","Budget, Spending and Taxes",,,
"SB 2753","Income tax; authorize payment of certain large tax liabilities in monthly installments over 60 months.","Budget, Spending and Taxes",,,
"HB 579","Income tax; authorize transfer, sale or assignment of credit received for rehabilitation of certain historic structures.","Budget, Spending and Taxes","Arts and Humanities",,
"SB 2609","Income tax; authorize transfer, sale or assignment of credit received for rehabilitation of certain historic structures.","Budget, Spending and Taxes","Arts and Humanities",,
"HB 10","Income tax; exclude active duty military compensation received by a resident while stationed out of state.","Budget, Spending and Taxes","Military",,
"HB 24","Income tax; exclude active duty military compensation received by a resident while stationed out of state.","Budget, Spending and Taxes","Military",,
"HB 1673","Income tax; exclude amounts converted from traditional IRA to Roth IRA from gross income.","Budget, Spending and Taxes",,,
"HB 175","Income tax; exclude from gross income amounts received as national service educational awards from the National Service Trust.","Budget, Spending and Taxes",,,
"HB 1577","Income tax; exclude overtime compensation from gross income.","Budget, Spending and Taxes",,,
"HB 1607","Income tax; exclude transportation fringe benefits from gross income as allowed under the Internal Revenue Code.","Budget, Spending and Taxes",,,
"HB 184","Income tax; extend repeal date on tax credit for certain charges incurred at ports for import of cargo.","Budget, Spending and Taxes",,,
"HB 1572","Income tax; increase credit for ad valorem tax paid on inventory.","Budget, Spending and Taxes",,,
"HB 1578","Income tax; increase credit for ad valorem tax paid on inventory.","Budget, Spending and Taxes",,,
"SB 3027","Income tax; increase credit for ad valorem tax paid on inventory.","Budget, Spending and Taxes",,,
"HB 1712","Income tax; increase personal exemption and dependent exemption for married persons living together.","Budget, Spending and Taxes","Family and Children Issues",,
"SB 2678","Income tax; increase rate of tax.","Budget, Spending and Taxes",,,
"HB 1249","Income tax; increase rate of.","Budget, Spending and Taxes",,,
"HB 57","Income tax; partially exclude active duty military compensation received by nonresident while stationed in this state.","Budget, Spending and Taxes",,,
"HB 495","Income tax; phase out for corporations.","Budget, Spending and Taxes",,,
"HB 1569","Income tax; provide a credit for certain energy efficiency improvements to homestead property.","Budget, Spending and Taxes","Energy",,
"SB 2444","Income tax; provide a credit for certain energy efficiency improvements to property.","Budget, Spending and Taxes","Energy",,
"HB 654","Income tax; provide a credit for costs under a homeowners deductible due to loss incurred from a named storm.","Budget, Spending and Taxes",,,
"HB 866","Income tax; provide a credit for taxpayers allowed to claim federal earned income tax credit.","Budget, Spending and Taxes",,,
"HB 245","Income tax; provide credit for contributions to school tuition organizations or public schools.","Budget, Spending and Taxes","Energy",,
"SB 2485","Income tax; provide credit for out-of-pocket classroom supply expenditures made by public schoolteachers.","Budget, Spending and Taxes","Energy",,
"HB 289","Income tax; provide credit for taxpayer paying home security expenses for primary residence.","Budget, Spending and Taxes","Housing and Property",,
"HB 480","Income tax; provide credit to contractors for homes constructed in accordance with certain Green standards.","Budget, Spending and Taxes","Energy",,
"HB 1717","Income tax; provide investment tax credit for facilities producing renewable energy from biomass.","Budget, Spending and Taxes","Energy",,
"HB 1675","Income tax; revise new jobs required for tax credit allowed for company establishing or transferring national or regional headquarters.","Budget, Spending and Taxes","Commerce",,
"SB 3175","Income tax; revise new jobs required for tax credit allowed for company establishing or transferring national or regional headquarters.","Budget, Spending and Taxes","Commerce",,
"HB 1462","Income tax; revise the penalty for grossly negligent preparation of a return.","Budget, Spending and Taxes",,,
"SB 3076","Income tax; revise the penalty for grossly negligent preparation of a return.","Budget, Spending and Taxes",,,
"HB 424","Income tax; revise time when interest begins to run on refund made by Department of Revenue for overpayment of.","Budget, Spending and Taxes",,,
"HB 475","Income tax; revise time within which Department of Revenue must refund overpayment before taxpayer may petition for hearing.","Budget, Spending and Taxes",,,
"HB 1588","Income tax; sales of certain interests in certain business entities are gain and include certain dividend income in gross income.","Budget, Spending and Taxes",,,
"SB 2061","Income tax; tax amounts paid gaming patrons that are not subject to reporting requirements of the Internal Revenue Code.","Budget, Spending and Taxes",,,
"SB 2811","Income taxation; allow a deduction for amounts contributed to accounts established to pay for uninsured wind damage to homesteads.","Budget, Spending and Taxes",,,
"SB 2159","Income taxation; authorize a credit for payment of health insurance premiums.","Budget, Spending and Taxes","Insurance",,
"SB 2173","Income taxation; exclude wages of certain full-time students from gross income.","Budget, Spending and Taxes","Education",,
"SB 3110","Income taxation; grant a tax credit for contributions to certain student aid programs.","Budget, Spending and Taxes",,,
"SB 2498","Income taxes; exclude transportation fringe benefits from gross income as allowed under the Internal Revenue Code.","Budget, Spending and Taxes",,,
"HB 28","Indecent exposure; revise penalties.","crime",,,
"HB 87","Independent candidates; require to file qualifying petition with the Secretary of State.","Campaign Finance and Election Issues",,,
"SB 2600","Individual development accounts; authorize for certain low-income individuals.","Other",,,
"HB 704","Individuals delinquent in child support payments; authorize release of income/sales tax information.","Family and Children Issues",,,
