Elections — Campaign expense,Campaign Finance and Election Issues,,,,
Elections,Campaign Finance and Election Issues,Nominations,,,
"Debt, Public","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
Children — Protection and services,Family and Children Issues,Legal Issues,State Agencies,,
Bridge,Municipal and County Issues,,,,
Water supply,Municipal and County Issues,,,,
Reorganization of state government,Government Reform,Legislative Affairs,,,
Natural resource,Animal Rights and Wildlife Issues,Environmental,,,
Natural disaster,Public Services,State Agencies,,,
Milwaukee  City,Municipal and County Issues,,,,
Marriage,Family and Children Issues,Sexual Orientation and Gender Issues,Resolutions,,
"Housing and Economic Development Authority, Wisconsin",Housing and Property,Commerce,State Agencies,,
Elections  Campaign expense,Campaign Finance and Election Issues,,,,
Dane County,Municipal and County Issues,,,,
Contractor,Labor and Employment,Housing and Property,,,
Attorney General,Legal Issues,State Agencies,,,
Attorney,Legal Issues,,,,
United States  Army,Military,"Federal, State and Local Relations",,,
"Transportation, Department of — Administration",Transportation,"Budget, Spending and Taxes",State Agencies,,
Sunset,Government Reform,,,,
"State Courts, Director of",Judiciary,Crime,State Agencies,,
Sales tax,"Budget, Spending and Taxes",Business and Consumers,,,
Newspaper and magazine,Technology and Communication,,,,
"Natural Resources, Department of  Hunting and fishing",Animal Rights and Wildlife Issues,Environmental,Recreation,State Agencies,
Minority groups,Social Issues,Civil Liberties and Civil Rights,,,
Juvenile detention facility,Crime,Family and Children Issues,Judiciary,State Agencies,
"Health Services, Department of — Supportive living and treatment",Health,State Agencies,,,
Genetics and genetic testing,Science and Medical Research,,,,
Fish and fishing,Animal Rights and Wildlife Issues,Recreation,,,
County  Finance,"Budget, Spending and Taxes",Municipal and County Issues,,,
Children — Abuse and neglect,Family and Children Issues,Legal Issues,,,
Wetland,Environmental,Animal Rights and Wildlife Issues,,,
University of Wisconsin  Regents,Education,,,,
Regional planning,Municipal and County Issues,,,,
Municipality  Finance,Municipal and County Issues,"Budget, Spending and Taxes",,,
Mental health  Hospitals and institutes,Health,Science and Medical Research,,,
Insurance,Insurance,,,,
Food,Agriculture and Food,,,,
Damage (to property),Housing and Property,Insurance,Legal Issues,,
"Bills, Legislative",Legislative Affairs,Government Reform,,,
School  Employee,Education,Labor and Employment,,,
Road — Construction and repair,Transportation,Municipal and County Issues,,,
Road  Marking,Municipal and County Issues,Transportation,,,
Public employee  Group insurance,Labor and Employment,Insurance,State Agencies,,
"Natural Resources, Department of — Recreation and boating",Animal Rights and Wildlife Issues,Recreation,Transportation,,
Municipality  Planning,Municipal and County Issues,,,,
Motor vehicle  Equipment,Transportation,Housing and Property,,,
Medical Examining Board,Health,Science and Medical Research,State Agencies,,
Legislative Reference Bureau,Legislative Affairs,State Agencies,,,
Land,Agriculture and Food,Housing and Property,Animal Rights and Wildlife,Municipal and County Issues,
"Insurance — Commissioner, Office of",Insurance,State Agencies,,,
Governor — Appointments,Executive Branch,,,,
Divorce,Legal Issues,Family and Children Issues,,,
Credit,"Budget, Spending and Taxes",,,,
Sales tax  Exemption,"Budget, Spending and Taxes",Business and Consumers,,,
Municipality — Planning,Municipal and County Issues,,,,
"Legislature  Retirement Systems, Joint Survey Committee on",Insurance,Senior Issues,State Agencies,,
Judgment,Judiciary,,,,
Higher Educational Aids Board,Education,"Budget, Spending and Taxes",State Agencies,,
Gasoline,Energy,,,,
Fuel,Energy,,,,
County  Ordinance,Municipal and County Issues,Legal Issues,,,
Animal,Animal Rights and Wildlife Issues,,,,
Amusement,Recreation,,,,
Air pollution,Environmental,,,,
Town — Laws,Municipal and County Issues,Legal Issues,,,
Register of deeds,"Budget, Spending and Taxes",State Agencies,,,
Redistricting,Government Reform,,,,
Property tax  Exemption,"Budget, Spending and Taxes",Housing and Property,,,
Pharmacy,Drugs,Health,Science and Medical Research,,
Natural Resources Board,Animal Rights and Wildlife Issues,Environmental,Energy,Agriculture and Food,State Agency
Loan,"Budget, Spending and Taxes",Legal Issues,,,
Literacy,Education,Public Services,,,
"Legislature  Finance, Joint Committee on",Legislative Affairs,"Budget, Spending and Taxes",Campaign Finance and Election Issues,State Agencies,
Legislative Audit Bureau,"Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
Land use planning and control,Animal Rights and Wildlife Issues,Housing and Property,Municipal and County Issues,State Agencies,
Insurance  Motor vehicle,Insurance,Transportation,,,
Insurance  Miscellaneous,Insurance,Housing and Property,,,
Hotel and motel,Business and Consumers,Housing and Property,Recreation,,
"Health Services, Department of  Supportive living and treatment",Health,Senior Issues,State Agencies,,
Game  Hunting license,Animal Rights and Wildlife Issues,Recreation,Legal Issues,,
Game  Hunting,Animal Rights and Wildlife Issues,Recreation,,,
Farmland preservation,Agriculture and Food,Environmental,,,
Farm produce,Agriculture and Food,,,,
Elections — Officials,Campaign Finance and Election Issues,Nominations,,,
Crime victim,Crime,Judiciary,Legal Issues,,
Community-based residential facility,Housing and Property,,,,
Village — Ordinance,Municipal and County Issues,Legal Issues,,,
University of Wisconsin — Madison,Education,,,,
University of Wisconsin — Athletics,Education,Recreation,Resolutions,,
"Transportation, Department of  Administration",Transportation,State Agencies,,,
School — State aid,Education,"Budget, Spending and Taxes",,,
School — Branches of instruction,Education,,,,
Road  Construction and repair,Transportation,Municipal and County Issues,,,
Restaurant,Business and Consumers,,,,
Medical malpractice,Health,Science and Medical Research,Legal Issues,,
Maps,Other,,,,
Legislative Fiscal Bureau,"Budget, Spending and Taxes",Legislative Affairs,,,
Interest,Other,,,,
"Health Services, Department of — Administration",Health,State Agencies,,,
Governor  Appointments,Executive Branch,,,,
Elections  Ballots,Campaign Finance and Election Issues,,,,
Dentistry,Health,,,,
"Banking, Division of","Budget, Spending and Taxes",State Agencies,,,
Alcohol and other drug abuse,Drugs,,,,
Agriculture,Agriculture and Food,,,,
Tobacco,Drugs,,,,
Shared revenue,"Budget, Spending and Taxes",,,,
School — Attendance,Education,,,,
School  Building,Education,Municipal and County Issues,,,
Recycling,Environmental,Municipal and County Issues,Public Services,,
Radio,Technology and Communication,,,,
Political parties,"Federal, State and Local Relations",,,,
Plats,Other,,,,
"Natural Resources, Department of  Recreation and boating",Animal Rights and Wildlife Issues,Recreation,Transportation,,
Labor union,Labor and Employment,,,,
Intrastate relations,"Federal, State and Local Relations",Trade,,,
Elections — Ballots,Campaign Finance and Election Issues,,,,
"Administration, Department of  Budget and fiscal issues","Budget, Spending and Taxes",State Agencies,,,
Uniform legislation,Legislative Affairs,Judiciary,,,
State capitol,Municipal and County Issues,Legislative Affairs,Executive Branch,,
School — Employee,Education,Labor and Employment,,,
School — Discipline,Education,Family and Children Issues,Legal Issues,,
School  Finance,Education,"Budget, Spending and Taxes",Legislative Affairs,,
Recall,Campaign Finance and Election Issues,,,,
Nutrition,Agriculture and Food,Health,,,
Motor vehicle  Accident,Transportation,Insurance,Legal Issues,,
"Madison, City of",Municipal and County Issues,Legislative Affairs,,,
Lobbying,Campaign Finance and Election Issues,Legislative Affairs,"Federal, State and Local Relations",Government Reform,
Lien,Housing and Property,Legal Issues,"Budget, Spending and Taxes",,
"Legislature — Retirement Systems, Joint Survey Committee on",Senior Issues,Labor and Employment,State Agencies,,
Joint Legislative Council,State Agencies,Government Reform,,,
Historical society,Arts and Humanities,Public Services,State Agencies,,
Employment Relations Commission,Labor and Employment,State Agencies,,,
Elections  Registration,Campaign Finance and Election Issues,,,,
Dogs,Animal Rights and Wildlife Issues,,,,
Debt and debtors,"Budget, Spending and Taxes",Business and Consumers,Commerce,,
Dairy plants,Agriculture and Food,Business and Consumers,,,
Children  Adoption,Family and Children Issues,Reproductive Issues,Legal Issues,,
Child labor,Family and Children Issues,Labor and Employment,Legal Issues,,
Charitable corporation,Welfare and Poverty,Business and Consumers,,,
Worker's compensation,Labor and Employment,,,,
Waterworks,Municipal and County Issues,,,,
Water  Pollution,Municipal and County Issues,Environmental,,,
Vital statistics,Public Services,State Agencies,,,
University of Wisconsin  Tuition,Education,"Budget, Spending and Taxes",,,
University of Wisconsin  Madison,Education,Municipal and County Issues,,,
Unemployment,Labor and Employment,Welfare and Poverty,,,
Trust fund,"Budget, Spending and Taxes",Family and Children Issues,,,
State park,Recreation,Animal Rights and Wildlife Issues,Public Services,,
"State Employment Relations, Office of",Labor and Employment,State Agencies,,,
Small loan,"Budget, Spending and Taxes",Commerce,,,
School  Attendance,Education,Family and Children Issues,,,
Sanitation and sewerage management,Municipal and County Issues,Health,,,
Road — Marking,Municipal and County Issues,Transportation,,,
Public land,Public Services,Municipal and County Issues,,,
Public employee — Group insurance,Labor and Employment,Insurance,State Agencies,,
Petroleum,Energy,Commerce,Trade,,
Obscenity,Other,,,,
Motor vehicle  Parking,Transportation,Municipal and County Issues,,,
Libraries,Public Services,Education,,,
Insurance — Miscellaneous,Insurance,,,,
Group Insurance Board,Insurance,Labor and Employment,State Agencies,,
Garage,Transportation,Business and Consumers,Municipal and County Issues,,
Fish and fishing  License,Animal Rights and Wildlife Issues,Recreation,,,
Elections — Registration,Campaign Finance and Election Issues,,,,
Drivers' education,Transportation,Education,,,
Data processing  Criminal acts and law enforcement,Crime,Technology and Communication,State Agencies,,
Court  Appellate,Judiciary,,,,
Bicycle,Transportation,Recreation,,,
Apprenticeship,Labor and Employment,Education,,,
Alien,Immigration,"Federal, State and Local Relations",,,
Abortion,Reproductive Issues,Family and Children Issues,"Federal, State and Local Relations",,
Weather,Environmental,,,,
Veterinary medicine,Animal Rights and Wildlife Issues,Health,,,
United States — Army,Military,"Federal, State and Local Relations",,,
United States  Congress,"Federal, State and Local Relations",Government Reform,,,
School — Building,Education,Municipal and County Issues,,,
School  State aid,Education,"Federal, State and Local Relations","Budget, Spending and Taxes",,
School  Health program,Education,Health,,,
Property tax  Assessment,Housing and Property,"Budget, Spending and Taxes",Legal Issues,,
"Natural Resources, Department of — Administration",Animal Rights and Wildlife Issues,Environmental,State Agencies,,
Municipality  Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Motor vehicle — Dealers and finance companies,Transportation,Commerce,"Budget, Spending and Taxes",,
Limitation of action,Government Reform,Legal Issues,,,
Income tax  Return,"Budget, Spending and Taxes",Government Reform,,,
Hours of labor,Labor and Employment,,,,
Gambling,Gambling and Gaming,,,,
Family — Support,Family and Children Issues,"Budget, Spending and Taxes",Legal Issues,,
"Employee Trust Funds, Department of",Labor and Employment,"Budget, Spending and Taxes",State Agencies,,
Crime and criminals  Battery,Crime,,,,
Court — Municipal,Municipal and County Issues,Judiciary,,,
Court — Fee,Judiciary,"Budget, Spending and Taxes",,,
County — Officers,Municipal and County Issues,State Agencies,,,
Bus and truck  Taxation or registration,Transportation,"Budget, Spending and Taxes",,,
Bonds,Insurance,Commerce,Business and Consumers,"Budget, Spending and Taxes",
Acquired immunodeficiency syndrome,Health,Science and Medical Research,Sexual Orientation and Gender Issues,,
Witness,Judiciary,Legal Issues,,,
Winnebago County,Municipal and County Issues,,,,
Wells,Municipal and County Issues,,,,
University of Wisconsin — Employee,Education,Labor and Employment,,,
University of Wisconsin Hospitals and Clinics Authority,Education,Science and Medical Research,,,
Teacher — Certificate,Education,Labor and Employment,,,
School — Finance,Education,"Budget, Spending and Taxes",,,
School  Conveyance of pupil,Education,,,,
Retirement — Public,Senior Issues,Insurance,State Agencies,,
Retirement  Private plans,Senior Issues,Insurance,,,
Railroad  Passenger service,Transportation,State Agencies,,,
Public employee — Labor union,Labor and Employment,Insurance,State Agencies,,
Municipality — Officers,Municipal and County Issues,State Agencies,,,
Motorcycle,Transportation,,,,
Mental retardation,Health,Civil Liberties and Civil Rights,,,
Legislature — Committees,Legislative Affairs,Government Reform,,,
Law Enforcement Standards Board,Legal Issues,State Agencies,,,
Labor,Labor and Employment,,,,
Kindergarten,Education,Family and Children Issues,,,
Health Insurance Risk-Sharing Plan,Health,Insurance,State Agencies,,
Game,Gambling and Gaming,Animal Rights and Wildlife Issues,,,
Discrimination,Civil Liberties and Civil Rights,,,,
Commercial code,Commerce,Business and Consumers,Legal Issues,,
Capital gains tax,"Budget, Spending and Taxes",Commerce,,,
Blind and visually impaired,Health,Civil Liberties and Civil Rights,,,
Advertisement,Commerce,Business and Consumers,,,
Weeds,Animal Rights and Wildlife Issues,Environmental,,,
Warehouse,Municipal and County Issues,Trade,Commerce,,
Veteran  Organization,Military,State Agencies,,,
University of Wisconsin  University extension,Education,,,,
Treasurer — State,"Budget, Spending and Taxes",Legal Issues,State Agencies,,
State office building,Commerce,Municipal and County Issues,State Agencies,,
Shoreland zoning,"Federal, State and Local Relations",Municipal and County Issues,Government Reform,,
Road  Expressway,Transportation,,,,
Railroad  Crossing,Transportation,,,,
Public record,Legal Issues,Public Services,,,
Power of attorney,Legal Issues,,,,
Open meeting (Governmental),Legislative Affairs,,,,
"Natural Resources, Department of  Administration",Animal Rights and Wildlife Issues,Environmental,State Agencies,,
Motor vehicle  Dealers and finance companies,Transportation,"Budget, Spending and Taxes",,,
Minority enterprise,Civil Liberties and Civil Rights,Commerce,Business and Consumers,,
Lease,Housing and Property,Legal Issues,,,
Kenosha County,Municipal and County Issues,,,,
Juvenile court  Jurisdiction,Judiciary,Family and Children Issues,Legal Issues,,
Interstate compact,"Federal, State and Local Relations",,,,
Game bird,Animal Rights and Wildlife Issues,Recreation,,,
Food stamp plan,Agriculture and Food,Welfare and Poverty,State Agencies,,
Electricity,Energy,Municipal and County Issues,,,
Court  Fee,Judiciary,Legal Issues,"Budget, Spending and Taxes",,
County — Finance,Municipal and County Issues,"Budget, Spending and Taxes",,,
Civil service,State Agencies,Labor and Employment,,,
Children — Special education,Family and Children Issues,Education,Civil Liberties and Civil Rights,,
Billboard,Commerce,Business and Consumers,,,
Wage — Payment,Labor and Employment,,,,
Wage,Labor and Employment,,,,
Village  Ordinance,Municipal and County Issues,Legal Issues,,,
University of Wisconsin — Tuition,Education,"Budget, Spending and Taxes",,,
"Symbols, State",Other,,,,
Surveying and surveyors,Housing and Property,Insurance,,,
Studies,Education,,,,
School — Conveyance of pupil,Education,,,,
School  Consolidation or reorganization,Education,Legislative Affairs,State Agencies,,
Rural planning,Municipal and County Issues,,,,
Public liability,Legal Issues,,,,
Public defender,Legal Issues,,,,
Port,Transportation,Trade,Commerce,,
Pests,Animal Rights and Wildlife Issues,,,,
Outagamie County,Municipal and County Issues,,,,
Notary public,Legal Issues,,,,
Municipality  Council,Municipal and County Issues,State Agencies,,,
Motor vehicle  Regulation  Speed,Transportation,Legal Issues,State Agencies,,
Military property,Military,Housing and Property,"Federal, State and Local Relations",,
Legislature  Rules  Assembly,Legislative Affairs,State Agencies,,,
"Justice Assistance, Office of",Judiciary,State Agencies,,,
Jury,Judiciary,,,,
Interstate commerce,Trade,Commerce,"Federal, State and Local Relations",,
Insurance — Policy,Insurance,Legal Issues,,,
Insurance — Motor vehicle,Insurance,Transportation,,,
Homestead credit,Housing and Property,"Budget, Spending and Taxes",,,
Game — Hunting license,Animal Rights and Wildlife Issues,Recreation,,,
Forestry  Taxation,Animal Rights and Wildlife Issues,Environmental,"Budget, Spending and Taxes",,
Family  Support,Family and Children Issues,Legal Issues,,,
Educational Approval Board,Education,State Agencies,,,
Deaf and hearing impaired,Health,Civil Liberties and Civil Rights,,,
Court — Clerk,Judiciary,,,,
Court  Municipal,Municipal and County Issues,Judiciary,,,
Contributory negligence,Other,,,,
"Constitution, United States","Federal, State and Local Relations",,,,
Calumet County,Municipal and County Issues,,,,
Bayfield County,Municipal and County Issues,,,,
Aviation,Transportation,,,,
Animal  Treatment,Animal Rights and Wildlife Issues,Health,,,
Veteran  Education,Military,Education,,,
University of Wisconsin — Faculty,Education,Labor and Employment,,,
University of Wisconsin  Athletics,Education,Recreation,,,
"United States  Health and Human Services, Department of",Health,Public Services,State Agencies,,
"Transportation, Department of  Rail service",Transportation,State Agencies,,,
Trademark,Commerce,Legal Issues,,,
Town  Laws,Municipal and County Issues,Legal Issues,,,
Taxation,"Budget, Spending and Taxes",,,,
Social security,"Federal, State and Local Relations",Insurance,,,
Secretary of State,State Agencies,,,,
Road — Expressway,Transportation,Municipal and County Issues,,,
Retirement  Public,Senior Issues,Insurance,,,
Psychology,Health,Science and Medical Research,,,
Product liability,Business and Consumers,Legal Issues,,,
Plumber,Municipal and County Issues,Labor and Employment,,,
Plants,Animal Rights and Wildlife Issues,Environmental,,,
Pepin County,Municipal and County Issues,,,,
"Military Affairs, Department of",Military,State Agencies,,,
Marquette University,Education,,,,
"Legislature — Legislative Organization, Joint Committee on",Legislative Affairs,,,,
Labor and Industry Review Commission,Labor and Employment,Commerce,State Agencies,,
Investment Board,"Budget, Spending and Taxes",State Agencies,,,
Insurance  Agent,Insurance,Labor and Employment,,,
Governor  Legislation by request of,Executive Branch,Legislative Affairs,,,
Fertilizer,Agriculture and Food,Environmental,,,
Fair,Recreation,,,,
Ethics,Judiciary,State Agencies,,,
Engineer,Science and Medical Research,Labor and Employment,,,
Employment bureau,Labor and Employment,State Agencies,,,
Eminent domain,Housing and Property,State Agencies,,,
Elections  Officials,Campaign Finance and Election Issues,Nominations,,,
Earned Release Review Commission,Judiciary,State Agencies,,,
Discrimination in education,Education,Civil Liberties and Civil Rights,,,
Death benefit,Other,,,,
Dairy product,Agriculture and Food,,,,
County  Board,Municipal and County Issues,State Agencies,,,
Civil defense,Civil Liberties and Civil Rights,Judiciary,Legal Issues,,
Brown County,Municipal and County Issues,,,,
Blue Book,Other,,,,
Birth control,Reproductive Issues,Sexual Orientation and Gender Issues,Health,,
Attorney  Fee,Legal Issues,Labor and Employment,,,
Alcohol beverage — Sale to minors,Drugs,Legal Issues,Family and Children Issues,,
Agricultural credit,Agriculture and Food,,,,
"Administration, Department of  Boards and other subdivisions",Legislative Affairs,State Agencies,,,
Voting machine,Campaign Finance and Election Issues,,,,
Village — Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Veterans Trust Fund,Military,Insurance,,,
University of Wisconsin — Student life,Education,Recreation,,,
United States — Congress,"Federal, State and Local Relations",,,,
Unemployment  Relief measures,Labor and Employment,Welfare and Poverty,,,
Trespass,Housing and Property,Legal Issues,,,
"Tourism, Department of",Recreation,State Agencies,,,
Textbook,Education,,,,
Tariff,"Budget, Spending and Taxes",Trade,,,
Subpoena,Legal Issues,Judiciary,,,
State rights,Legislative Affairs,"Federal, State and Local Relations",Government Reform,,
Rock County,Municipal and County Issues,,,,
Religion and society,Social Issues,,,,
Reciprocity,Other,,,,
Real estate transfer fee,Housing and Property,"Budget, Spending and Taxes",,,
Railroad,Transportation,,,,
Radiation,Health,Science and Medical Research,,,
"Racine, City of",Municipal and County Issues,,,,
Racine County,Municipal and County Issues,,,,
Public employee — Salary,Labor and Employment,"Budget, Spending and Taxes",State Agencies,,
"Public Lands, Board of Commissioners of",Municipal and County Issues,State Agencies,,,
Postage and postal service,Public Services,State Agencies,,,
Municipality  Elections,Municipal and County Issues,Campaign Finance and Election Issues,Nominations,,
Mine and mining,Labor and Employment,Commerce,,,
Military training,Military,Education,,,
Lottery,Gambling and Gaming,"Budget, Spending and Taxes",,,
Lieutenant Governor,Executive Branch,,,,
Legislature — Employee,Labor and Employment,Legislative Affairs,,,
Insurance  Policy,Insurance,Legislative Affairs,Government Reform,,
"Health Services, Department of  Corrections",Health,Crime,State Agencies,,
Gasoline  Taxation,Energy,Commerce,"Budget, Spending and Taxes",,
Funeral and funeral director,Other,Family and Children Issues,,,
Fish and fishing — License,Animal Rights and Wildlife Issues,Recreation,Legal Issues,,
Farm and farming  Machinery,Agriculture and Food,Technology and Communication,,,
Easement,Municipal and County Issues,Legal Issues,Housing and Property,,
Crime and criminals — Homicide or murder,Crime,Legal Issues,Judiciary,,
Crime and criminals — Battery,Crime,Legal Issues,Judiciary,,
Credit union,"Budget, Spending and Taxes",Commerce,,,
County — Human services,Municipal and County Issues,Public Services,,,
County — Board,Municipal and County Issues,Legislative Affairs,State Agencies,,
County  Officers,Municipal and County Issues,State Agencies,,,
Cosmetology,Business and Consumers,Education,,,
Constitutional amendments — Second consideration,Legislative Affairs,Government Reform,,,
Children — Adoption,Family and Children Issues,Legal Issues,,,
Children  Special education,Family and Children Issues,Education,Health,,
Certified public accountant,Education,"Budget, Spending and Taxes",Labor and Employment,,
Census,Public Services,State Agencies,"Federal, State and Local Relations",,
Bonds  Municipal,Municipal and County Issues,"Budget, Spending and Taxes",,,
Barber,Business and Consumers,,,,
Bank,Commerce,"Budget, Spending and Taxes",Insurance,,
Ashland County,Municipal and County Issues,,,,
Airport,Transportation,Technology and Communication,Trade,,
Wage  Minimum,Labor and Employment,Civil Liberties and Civil Rights,,,
Veteran  Hospitals and home,Military,Health,Public Services,,
University of Wisconsin — Whitewater,Education,Municipal and County Issues,,,
University of Wisconsin — Milwaukee,Education,Municipal and County Issues,,,
University of Wisconsin  Student life,Education,Social Issues,,,
University of Wisconsin  School of Medicine and Public Health,Education,Health,Science and Medical Research,,
Traffic safety,Transportation,Public Services,State Agencies,Legal Issues,
Traffic officer,Transportation,Public Services,State Agencies,Labor and Employment,
Theater,Arts and Humanities,Recreation,,,
Teacher  Certificate,Labor and Employment,Education,,,
Tax Appeals Commission,"Budget, Spending and Taxes",Legal Issues,State Agencies,,
Small claims court,Judiciary,Legal Issues,,,
Road — Finance,Transportation,"Budget, Spending and Taxes","Federal, State and Local Relations",,
Road  County,Transportation,Municipal and County Issues,,,
Retirement — Private plans,Insurance,Senior Issues,Labor and Employment,,
Railroad — Crossing,Transportation,,,,
Public welfare,Public Services,Welfare and Poverty,,,
Public employee  Hours of labor,Labor and Employment,State Agencies,,,
Nuisance,Legal Issues,,,,
Museum,Arts and Humanities,,,,
Municipality — Annexation,Municipal and County Issues,Legislative Affairs,,,
Municipality  Officers,Municipal and County Issues,Legal Issues,,,
Motor vehicle — Parking,Transportation,,,,
Motor vehicle  Certificate of title,Transportation,,,,
Milwaukee — Police,Municipal and County Issues,Legal Issues,Military,,
Medical education,Science and Medical Research,Education,,,
Marinette County,Municipal and County Issues,,,,
Legislature — Rules — Senate,Legislative Affairs,Government Reform,State Agencies,,
Legislature  Committees,Legislative Affairs,State Agencies,,,
Insurance — Agent,Insurance,Business and Consumers,,,
Insurance  Mutual,Insurance,Commerce,,,
House of correction,Legal Issues,,,,
"Health and Educational Facilities Authority, Wisconsin",Health,Education,Municipal and County Issues,State Agencies,
Freedom of speech and press,Civil Liberties and Civil Rights,Technology and Communication,Social Issues,,
Food preservation,Agriculture and Food,,,,
"Educational Service Agency, Cooperative",Education,Business and Consumers,State Agencies,,
Eau Claire County,Municipal and County Issues,,,,
Dairy product — Regulation,Agriculture and Food,State Agencies,,,
County  Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Coroner,Legal Issues,Health,Other,,
Citizenship,"Federal, State and Local Relations",Civil Liberties and Civil Rights,,,
Chiropractic,Health,,,,
Chippewa County,Municipal and County Issues,,,,
Child Abuse and Neglect Prevention Board,Family and Children Issues,State Agencies,Legal Issues,,
Attorney — Fee,Legal Issues,,,,
Alcohol beverage — Taxation,Drugs,"Budget, Spending and Taxes",Business and Consumers,,
"Administration, Department of — Boards and other subdivisions",Legislative Affairs,State Agencies,,,
"Whitewater, City of",Municipal and County Issues,,,,
Weights and measures,Legislative Affairs,Judiciary,,,
Waushara County,Municipal and County Issues,,,,
Waukesha County,Municipal and County Issues,,,,
Wage  Payment,Labor and Employment,Legal Issues,,,
Veteran — Organization,Military,State Agencies,,,
Veteran — Education,Military,Education,,,
Venereal disease,Health,Science and Medical Research,,,
University of Wisconsin — Parkside,Education,Municipal and County Issues,,,
University of Wisconsin  Stevens Point,Education,Municipal and County Issues,,,
University of Wisconsin  Milwaukee,Education,Municipal and County Issues,,,
University of Wisconsin  La Crosse,Education,Municipal and County Issues,,,
United States  Navy,Military,"Federal, State and Local Relations",,,
Treasurer  State,"Budget, Spending and Taxes",State Agencies,,,
Transplant,Health,Science and Medical Research,,,
Town  Finance,Municipal and County Issues,"Budget, Spending and Taxes",,,
Service of process and papers,Legislative Affairs,Judiciary,,,
Securities  Regulation,Insurance,"Budget, Spending and Taxes",State Agencies,,
School  Supplies,Education,Family and Children Issues,Welfare and Poverty,,
School  Lunch,Education,Family and Children Issues,Welfare and Poverty,Health,
School  Discipline,Education,Family and Children Issues,,,
Savings and loan associations,"Budget, Spending and Taxes",Commerce,,,
Road  Machinery,Transportation,Technology and Communication,,,
Retirement  Protective service,Labor and Employment,Senior Issues,Insurance,State Agencies,
Public document,Legislative Affairs,Legal Issues,Public Services,,
Primary elections,Campaign Finance and Election Issues,"Federal, State and Local Relations",Nominations,,
Presidential electors,Campaign Finance and Election Issues,"Federal, State and Local Relations",Nominations,,
Podiatry,Health,Science and Medical Research,,,
Park,Recreation,Public Services,,,
Ombudsman,Judiciary,Civil Liberties and Civil Rights,,,
Monroe County,Municipal and County Issues,,,,
Mobile home,Housing and Property,Transportation,,,
"Medical College of Wisconsin, Inc.",Science and Medical Research,Health,Education,,
Legislature — Rules — Assembly,Legislative Affairs,State Agencies,,,
"Legislature — Review of Administrative Rules, Joint Committee for",Legislative Affairs,State Agencies,,,
Legislature  Member  Compensation,Legislative Affairs,"Budget, Spending and Taxes",Labor and Employment,,
"Kenosha, City of",Municipal and County Issues,,,,
Judge — Appellate court,Judiciary,Legal Issues,,,
Iron County,Municipal and County Issues,,,,
Insurance  State,Insurance,State Agencies,,,
Indian gaming and compacts,Gambling and Gaming,Indigenous Peoples,"Budget, Spending and Taxes",,
Income tax — Rate,"Budget, Spending and Taxes",Labor and Employment,,,
Income tax  Refund,"Budget, Spending and Taxes",Labor and Employment,,,
Immigration,Immigration,,,,
Hygiene laboratory,Science and Medical Research,Health,,,
Homestead  Exemption,Housing and Property,Legal Issues,,,
"Hearings and Appeals, Division of",Judiciary,Legal Issues,State Agencies,,
Green Bay Packers,Recreation,,,,
Forestry — Taxation,Animal Rights and Wildlife Issues,"Budget, Spending and Taxes",,,
Fish and game warden,Recreation,Animal Rights and Wildlife Issues,Legal Issues,,
Fish and fishing — Commercial,Animal Rights and Wildlife Issues,Commerce,Legal Issues,,
Fire,Environmental,Other,,,
Electric appliance,Other,,,,
Discrimination in housing,Civil Liberties and Civil Rights,Housing and Property,,,
Dairy product  Regulation,Agriculture and Food,State Agencies,,,
Court — Appellate,Judiciary,Legal Issues,,,
Court  Clerk,Judiciary,Labor and Employment,State Agencies,,
Civil service — Preference to veteran,Military,Labor and Employment,Legislative Affairs,,
"Chippewa Falls, City of",Municipal and County Issues,,,,
Checks,Other,,,,
Cemetery,Municipal and County Issues,Other,,,
Animal — Treatment,Animal Rights and Wildlife Issues,Health,,,
Alcoholism,Drugs,Health,,,
Alcohol beverage  Taxation,Drugs,"Budget, Spending and Taxes",,,
Alcohol beverage  Sale to minors,Drugs,Legal Issues,Family and Children Issues,,
Agricultural labor,Agriculture and Food,Labor and Employment,,,
Adjutant General,Legislative Affairs,,,,
Youth conservation programs,Environmental,Animal Rights and Wildlife Issues,Education,,
Wood County,Municipal and County Issues,,,,
Washington County,Municipal and County Issues,,,,
Village  Officers,Municipal and County Issues,Legal Issues,State Agencies,,
Village  Finance,Municipal and County Issues,"Budget, Spending and Taxes",State Agencies,,
Veteran  Relief,Military,Welfare and Poverty,,,
Veteran  Housing,Military,Housing and Property,,,
University of Wisconsin — Stevens Point,Education,Municipal and County Issues,,,
University of Wisconsin — Green Bay,Education,Municipal and County Issues,,,
University of Wisconsin — Building,Education,Housing and Property,,,
Transportation Projects Commission,Transportation,Technology and Communication,State Agencies,,
Town — Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Teacher  Contract,Education,Labor and Employment,,,
Taxi,Transportation,,,,
State Capitol and Executive Residence Board,Legislative Affairs,Executive Branch,,,
Soil and soil conservation,Environmental,Animal Rights and Wildlife Issues,Agriculture and Food,,
