"Medi-Cal eligibility.","Health",,,
"Medi-Cal Drug Treatment Program: buprenorphine.","Health",,,
"Mechanics liens.","Other",,,
"Meal periods: transportation industry.","Transportation","Labor and Employment",,
"Meal periods. ","Labor and Employment",,,
"Meal and rest periods: exceptions.","Labor and Employment",,,
"Mayor Dick DeWees Memorial Highway.","Transportation",,,
"Maternal health.","Health","Reproductive Issues","Sexual Orientation and Gender Issues",
"Maternal and child health.","Health","Family and Children Issues","Sexual Orientation and Gender Issues",
"Master Plan for Infrastructure Financing and Development Commission.","Budget, Spending, and Taxes",,,
"Massage therapy.","Health",,,
"Martin Luther King, Jr. Day. ","Resolutions",,,
"Marriage licenses: vital records: fees: domestic violence. ","Family and Children Issues","Social Issues",,
"Marriage and family therapy: licensure and registration.","Family and Children Issues","Health","Legal Issues",
"Marketing of agricultural commodities: educational programs: definition.","Agriculture and Food","Education",,
"Marine pollution: air pollution.","Environmental",,,
"Marine mammal protection: swordfish importation.","Animal Rights and Wildlife Issues",,,
"Marine aquaculture.","Environmental",,,
"Marine Corporal Christopher D. Leon Memorial Highway.","Transportation",,,
"Marijuana: possession.","Crime",,,
"Manufacturer’s investment credit: qualified renewable energy materials.","Business and Consumers","Energy",,
"Manufacturers’ investment credit: qualified solar energy materials.","Energy","Business and Consumers",,
"Manufactured housing: emergency and fire safety plan.","Housing and Property",,,
"Mandatory minimum civil penalties: serious waste discharge violations.","Environmental","Legal Issues",,
"Mandatory minimum civil penalties: publicly owned treatment works.","Legal Issues",,,
"Mandatory minimum civil penalties.","Legal Issues",,,
"Mandated child abuse reporting: library employees.","Crime","Family and Children Issues",,
"Mandated child abuse reporting.","Crime","Family and Children Issues",,
"Management of the Sacramento-San Joaquin Delta. ","Environmental",,,
"Management of Martin Luther King, Jr. Hospital.","Health",,,
"Managed Care Administrative Fines and Penalties Fund: California Major Risk Medical Insurance Program.","Health","Insurance",,
"Mammogram machines: inspection: posting of results.","Health","Sexual Orientation and Gender Issues",,
"Malicious mischief: airport property: transportation services.","Transportation",,,
"Make a Difference Day.","Resolutions",,,
"Lupus Awareness Month.","Health","Resolutions",,
"Lunar New Year 4708 Celebration. ","Resolutions",,,
"Lunar New Year 4707 Celebration.","Resolutions",,,
"Low-performing schools.","Education",,,
"Low-cost automobile insurance.","Transportation","Insurance",,
"Low- and moderate-income housing: agency powers.","Health","Welfare and Poverty",,
"Los Angeles: misdemeanor criminal grand jury authority.","Judiciary","Municipal and County Issues",,
"Los Angeles County Metropolitan Transportation Authority.","Transportation","Municipal and County Issues",,
"Los Angeles County Flood Control District: fees and charges.","Municipal and County Issues","Public Services",,
"Los Angeles County Flood Control District. ","Municipal and County Issues","Public Services",,
"Los Angeles County Deputy Sheriff Juan Abel Escalante Memorial Highway.","Municipal and County Issues","Public Services",,
"Los Angeles County Deputy Sheriff David Powell Memorial Highway.","Municipal and County Issues","Public Services",,
"Los Angeles Community College District.","Municipal and County Issues","Education",,
"Long-term health care facilities: citations and penalties review.","Health",,,
"Long-term health care facilities: admission contracts.","Health",,,
"Long-term care: assessment and planning. ","Health",,,
"Long-term care insurance.","Health","Insurance",,
"Long-term care facilities: healthcare associated infection.","Health",,,
"Loitering: registered street gangs.","Crime",,,
"Local water supply projects: inventory.","Health",,,
"Local transportation funds.","Transportation",,,
"Local transportation authorities: greenhouse gas emissions.","Transportation","Environmental",,
"Local taxes: graffiti.","Budget, Spending, and Taxes","Transportation",,
"Local taxation: personal income taxes: vehicle license fees.","Budget, Spending, and Taxes","Transportation",,
"Local taxation: income taxes: vehicle license fees.","Budget, Spending, and Taxes",,,
"Local small water systems: local health officer: enforcement.","Health",,,
"Local securities: sales.","Commerce",,,
"Local planning: water supplies.","Municipal and County Issues",,,
"Local planning: housing element.","Municipal and County Issues","Housing and Property",,
"Local planning: fire hazard impacts.","Municipal and County Issues","Health",,
"Local planning: farmworker housing.","Municipal and County Issues","Housing and Property",,
"Local planning: development projects: fees.","Municipal and County Issues","Commerce",,
"Local planning.","Municipal and County Issues",,,
"Local ordinances.","Municipal and County Issues",,,
"Local infrastructure.","Municipal and County Issues",,,
"Local health care districts: operation of facility by another entity.","Municipal and County Issues","Health",,
"Local government: sheriff’s fees.","Municipal and County Issues","Public Services",,
"Local government: reorganization: expenditure reporting.","Municipal and County Issues",,,
"Local government: professional sports franchises.","Municipal and County Issues","Recreation",,
"Local government: nuisance abatement.","Municipal and County Issues",,,
"Local government: general law cities.","Municipal and County Issues","Legal Issues",,
"Local government: fire suppression.","Municipal and County Issues","Public Services",,
"Local government: fines and penalties: assessments.","Municipal and County Issues",,,
"Local government: federal fiscal year.","Municipal and County Issues",,,
"Local government: environmental health departments.","Municipal and County Issues","Environmental",,
"Local government: employees: firefighters.","Municipal and County Issues","Public Services",,
"Local government: emergencies.","Municipal and County Issues",,,
"Local government: county recorder.","Municipal and County Issues",,,
"Local government: counties: acquisition and conveyance of lands for military purposes.","Municipal and County Issues","Military",,
"Local government: counties.","Municipal and County Issues",,,
"Local government: community service districts.","Municipal and County Issues",,,
"Local government: community facilities districts. ","Municipal and County Issues",,,
"Local government: community facilities districts.","Municipal and County Issues",,,
"Local government: bankruptcy proceedings.","Municipal and County Issues",,,
"Local government: assessment and fees: election requirements.","Municipal and County Issues",,,
"Local government: annexation.","Municipal and County Issues",,,
"Local government: Williamson Act: cancellation fees.","Municipal and County Issues",,,
"Local government: Los Angeles County: notice of recordation.","Municipal and County Issues",,,
"Local government: City of Half Moon Bay.","Municipal and County Issues",,,
"Local government finance. ","Municipal and County Issues",,,
"Local educational agencies: reimbursable state mandates.","Municipal and County Issues",,,
"Local educational agencies: program improvement.","Municipal and County Issues",,,
"Local capital investment incentives: qualified manufacturing facilities.","Municipal and County Issues",,,
"Local alternative transportation improvement program.","Municipal and County Issues",,,
"Local agency investments.","Municipal and County Issues",,,
"Local agency formation commissions: service reviews.","Municipal and County Issues",,,
"Local agencies: spheres of influence.","Municipal and County Issues",,,
"Local agencies: small community water systems.","Municipal and County Issues",,,
"Local agencies: sales and use tax: reallocation.","Municipal and County Issues",,,
"Local agencies: redevelopment: annual report.","Municipal and County Issues",,,
"Local agencies: open meetings.","Municipal and County Issues",,,
"Local agencies: general obligation bonds.","Municipal and County Issues",,,
"Local agencies: ethics training.","Municipal and County Issues",,,
"Local agencies: bonds.","Municipal and County Issues",,,
"Local Government Omnibus Act of 2010.","Municipal and County Issues",,,
"Local Government Omnibus Act of 2009.","Municipal and County Issues",,,
"Loan modification.","Commerce",,,
"List of reportable diseases and conditions.","Health",,,
"Limited partnerships: revival: fees. ","Commerce",,,
"Lifelong Learning Accounts.","Education",,,
"Life insurance: premium refunds.","Insurance",,,
"Life insurance.","Insurance",,,
"Life and Annuity Consumer Protection Fund.","Business and Consumers",,,
"Liens.","Business and Consumers",,,
"Licensure: clinical laboratory personnel.","Legal Issues","Health",,
"Licensing boards: disciplinary actions.","Legal Issues",,,
"Licenses: Automated License Data System.","Legal Issues",,,
"Licensed professional clinical counselors.","Legal Issues",,,
"Licensed dentist: change of location form.","Legal Issues",,,
"License plates.","Transportation",,,
"License and Certificate of Non-Clergy Marriage: registration.","Legal Issues","Social Issues","Family and Children Issues",
"Liability insurance.","Insurance",,,
"Legislature: delayed budget bill passage.","Legislative Affairs",,,
"Legislature: aids to the Legislature.","Legislative Affairs",,,
"Legislative bodies: contracts and appointments.","Legislative Affairs",,,
"Legislative Office Building.","Legislative Affairs",,,
"Legislative Counsel of California.","Legislative Affairs",,,
"Legal services.","Legal Issues",,,
"Legal aid: court interpreters: appearances by telephone.","Legal Issues","Technology and Communication",,
"Legal aid.","Legal Issues",,,
"Lead wheel weights.","Other",,,
"Law enforcement: communication with federal immigration authorities.","Labor and Employment","Immigration","Federal, State, and Local Relations",
"Latino Education and Advocacy Week.","Education","Resolutions",,
"Land use: subdivisions: mobilehome parks.","Housing and Property",,,
"Land use: subdivision maps: expiration dates.","Other",,,
"Land use: subdivision maps.","Other",,,
"Land use: renewable energy.","Energy",,,
"Land use: natural resources: transfer of long-term management funds.","Environmental",,,
"Land use: model-home, form-based ordinances.","Housing and Property",,,
"Land use: local planning: housing element program.","Housing and Property",,,
"Land use: local entities.","Municipal and County Issues",,,
"Land use: housing element: regional housing need.","Housing and Property",,,
"Land use: general plan: safety element: fire hazard impacts.","Health",,,
"Land use: general plan: disadvantaged unincorporated communities.","Other",,,
"Land use: environmental quality.","Environmental",,,
"Land use: development fees: reimbursement.","Other",,,
"Land use: Tulare Lake basin.","Environmental",,,
"Land use: Subdivision Map Act.","Other",,,
"Land use: Planning and Zoning Law.","Housing and Property",,,
"Land use: City of La Habra Heights: regional housing need allocation.","Housing and Property",,,
"Land use: City of Industry: stadium complex.","Recreation",,,
"Land use planning: housing element: foster youth placement.","Housing and Property","Family and Children Issues",,
"Land use and planning: Office of Planning and Research: duties.","Other",,,
"Land conservation: California Wildlife, Coastal, and Park Land Conservation Act.","Environmental",,,
"Lake Davis Northern Pike Eradication Project.","Environmental",,,
"Lake County Veterans Memorial Highway.","Transportation",,,
"Lactation accommodation: workplace designation.","Labor and Employment","Reproductive Issues","Sexual Orientation and Gender Issues",
"Labor violations: penalties: exceptions.","Labor and Employment",,,
"Labor standards: consultation unit.","Labor and Employment",,,
"Labor disputes.","Labor and Employment",,,
"Labor Commissioner: appeals.","Labor and Employment",,,
"Kirk Lindsey Memorial Highway.","Transportation",,,
"King City Joint Union High School District.","Education",,,
"Kindergarten Readiness Pilot Program.","Education",,,
"Kidney Cancer Awareness Month.","Health","Resolutions",,
"Kevin Murray Highway.","Transportation",,,
"Juveniles: secure detention facilities.","Crime","Family and Children Issues",,
"Juveniles: communications with children.","Crime","Family and Children Issues",,
"Juveniles: Board of Parole Hearings.","Crime","Family and Children Issues",,
"Juveniles.","Crime","Family and Children Issues",,
"Juvenile proceedings: costs.","Crime","Family and Children Issues",,
"Juvenile offenders: health facilities.","Crime","Family and Children Issues","Health",
"Juvenile law: referee.","Crime","Family and Children Issues",,
"Juvenile justice: recidivism.","Crime","Family and Children Issues",,
"Juvenile justice.","Crime","Family and Children Issues",,
"Juvenile crime: deferred entry of judgment.","Crime","Family and Children Issues",,
"Juvenile crime prevention: evidence-based programs.","Crime","Family and Children Issues",,
"Juvenile court schools: funding.","Crime","Family and Children Issues",,
"Juvenile court records: sealing and destruction.","Crime","Family and Children Issues",,
"Juvenile court law: purpose.","Crime","Family and Children Issues",,
"Juvenile case files: sexually violent predator proceedings.","Crime","Family and Children Issues",,
"Jury trial: rules of court.","Judiciary",,,
"Jury service.","Judiciary",,,
"Jurors: electronic communications.","Judiciary","Technology and Communication",,
"Junk dealers and recyclers. ","Business and Consumers",,,
"Judgments: foreign-country money judgments.","Judiciary",,,
"Judgment liens: priority.","Judiciary",,,
"Judgment liens: continuation.","Judiciary",,,
"Judgeships.","Judiciary",,,
"Judges: gifts and honoraria.","Judiciary",,,
"Judges: disqualification.","Judiciary",,,
"Journalism shield laws.","Other",,,
"Joseph A. Zanger Memorial Flyover.","Resolutions",,,
"Joint-use school facilities.","Education",,,
"Joint powers agreements: water utilities.","Public Services",,,
"Joint powers agreements.","Public Services",,,
"Joint powers agreement: public agencies.","Public Services",,,
"Joint powers agreement: Tule River Tribal Council.","Indigenous Peoples",,,
"Joint exercise of powers: reporting and disclosures.","Other",,,
"Joint exercise of powers: Dixon Regional Watershed Authority. ","Environmental",,,
"Joint Rules: fiscal committee.","Legislative Affairs",,,
"Joint Rules.","Legislative Affairs",,,
"Joint Committee on the Master Plan for Higher Education.","Education",,,
"Joint Committee on Homelessness in California.","Welfare and Poverty",,,
"Joinder: representative actions.","Legislative Affairs",,,
"John Sanford Todd Memorial Highway.","Transportation",,,
"John Knabenbauer Fifth Street Bridge.","Transportation",,,
"John F. Reginato Boat Ramp.","Transportation",,,
"Joe Colla Interchange.","Resolutions",,,
"Job creation: civic works councils.","Labor and Employment",,,
"Jewish American Heritage Month.","Resolutions",,,
"Jails: discharge of prisoners.","Crime",,,
"Jails.","Crime",,,
"Italian American Heritage Month.","Resolutions",,,
"Iranian persecution: Baha’i.","Resolutions","Civil Liberties and Civil Rights",,
"Iranian persecution of religious minorities.","Resolutions","Civil Liberties and Civil Rights",,
"Investigative consumer reporting agencies: disclosures.","Business and Consumers",,,
"Investigative consumer reporting agencies.","Business and Consumers",,,
"Intervention: initiatives.","Other",,,
"Interstate Compact for Juveniles.","Family and Children Issues",,,
"Interscholastic sports.","Education",,,
"Interscholastic athletics: pupils in foster care.","Education","Family and Children Issues",,
"Internet-based social networking: privacy.","Technology and Communication","Social Issues",,
"Internet security: virtual globe technology.","Technology and Communication",,,
"International treaties: reports.","Other",,,
"International trade.","Commerce",,,
"International relations: memorandum of understanding: Israel.","Resolutions",,,
"Interdistrict attendance of pupils","Education",,,
"Intercity rail: study.","Transportation",,,
"Intercepted communications: hostage taking and barricading.","Technology and Communication","Crime",,
"Intellectual property: ownership rights.","Legal Issues",,,
"Intellectual property piracy.","Legal Issues",,,
"Integration of college sports.","Education","Sexual Orientation and Gender Issues",,
"Integrated regional water management planning: disadvantaged communities.","Environmental",,,
"Insurers: orthotic and prosthetic devices and services.","Health","Insurance",,
"Insurance: surplus line brokers. ","Insurance",,,
"Insurance: reports from insurers.","Insurance",,,
"Insurance: reporting requirements.","Insurance",,,
"Insurance: rates.","Insurance",,,
"Insurance: policies: cancellation.","Insurance",,,
"Insurance: life: disability: discretionary clauses.","Insurance",,,
"Insurance: insurer: financial statements.","Insurance",,,
"Insurance: fraud prevention.","Insurance","Crime",,
"Insurance: fire: standard form policy.","Insurance",,,
"Insurance: financial statements: insurers.","Insurance",,,
"Insurance: community development investments.","Insurance",,,
"Insurance: commissioner: powers and duties: complaints.","Insurance",,,
"Insurance: commissioner: filings: reporting.","Insurance",,,
"Insurance: agents and brokers: licenses.","Insurance",,,
"Insurance: agents and brokers: continuing education.","Insurance",,,
"Insurance: agents and brokers.","Insurance",,,
"Insurance: adverse underwriting decisions.","Insurance",,,
"Insurance: State Compensation Insurance Fund: investments.","Insurance",,,
"Insurance: California Life and Health Insurance Guarantee Association Act. ","Insurance","Health",,
"Insurance: California Earthquake Authority.","Insurance",,,
"Insurance transactions: nonadmitted insurers.","Insurance",,,
"Insurance regulations.","Insurance",,,
"Insurance information: confidential.","Insurance",,,
"Insurance commissioner: reports.","Insurance",,,
"Insurance commissioner: regulations.","Insurance",,,
"Insurance Commissioner: reports.","Insurance",,,
"Insurance Commissioner: powers and duties.","Insurance",,,
"Instructional materials: surplus or undistributed obsolete. ","Other",,,
"Instructional materials: sale of surplus or undistributed obsolete instructional materials.","Other",,,
"Instructional materials: delivery.","Other",,,
"Instructional materials: adoption.","Other",,,
"Instructional materials: English learners.","Other",,,
"Instructional materials: English language development.","Other",,,
"Instructional materials: California Student Safety and Violence Prevention Act of 2000.","Education","Social Issues",,
"Instructional material: promotion of values.","Other",,,
"Inmates: reentry.","Crime",,,
"Inmates: out-of-state transfers.","Crime",,,
"Inmates: medical treatment.","Crime","Health",,
"Inmates: medical parole.","Crime","Health",,
"Inmates: inmate-initiated medical and dental visits.","Crime","Health",,
"Inmates: incentive credits.","Crime",,,
"Inmates: health care.","Crime","Health",,
"Inmates: alternative custody.","Crime","Family and Children Issues",,
"Inmate medical expenses.","Crime","Health",,
"Inmate labor: maintenance of prison grounds.","Crime",,,
"Injury prevention.","Health",,,
"Initiatives: paid circulators.","Other",,,
"Initiative measures: filing fee.","Other",,,
"Initiative and referendum circulation.","Other",,,
"Infrastructure financing: County of Riverside: medical school facilities.","Health",,,
"Infrastructure financing.","Other",,,
"Infrastructure financing districts: City and County of San Francisco.","Municipal and County Issues",,,
"Infrastructure and Economic Development Bank: board of directors.","Commerce",,,
"Infrastructure and Economic Development Bank Act.","Commerce",,,
"Infractions: dismissal of charge.","Legal Issues",,,
"Individuals with exceptional needs: employment training.","Labor and Employment",,,
"Individuals with disabilities: tax exempt accounts.","Budget, Spending, and Taxes",,,
"Individual health care coverage: health insurers.","Health","Insurance",,
"Indian tribes: foster care and adoption programs.","Indigenous Peoples","Family and Children Issues",,
"Indian tribes: economic development.","Indigenous Peoples","Commerce",,
"Indian gaming.","Indigenous Peoples","Gambling and Gaming",,
"Indian children.","Indigenous Peoples","Family and Children Issues",,
"Independent contractors: reports.","Labor and Employment",,,
"Independent System Operator: California Renewables Portfolio Standard Program: greenhouse gas emissions.","Environmental",,,
"Independent Living Program.","Housing and Property",,,
"Indemnity.","Legal Issues",,,
"Income taxes: voluntary disclosure agreements.","Budget, Spending, and Taxes",,,
"Income taxes: voluntary contributions: Arts Council.","Budget, Spending, and Taxes",,,
"Income taxes: tax tables. ","Budget, Spending, and Taxes",,,
"Income taxes: tax amnesty programs: penalties.","Budget, Spending, and Taxes",,,
"Income taxes: research and development credit: renewable energy.","Budget, Spending, and Taxes","Energy",,
"Income taxes: reduction.","Budget, Spending, and Taxes",,,
"Income taxes: pensions.","Budget, Spending, and Taxes","Labor and Employment",,
"Income taxes: fiduciary.","Budget, Spending, and Taxes",,,
"Income taxes: exclusion: military retirement benefits.","Budget, Spending, and Taxes","Military",,
"Income taxes: education savings account.","Budget, Spending, and Taxes","Education",,
"Income taxes: designated contributions: senior citizens.","Budget, Spending, and Taxes","Senior Issues",,
"Income taxes: credits: qualified employees.","Budget, Spending, and Taxes",,,
"Income taxes: credits: hiring credit.","Budget, Spending, and Taxes",,,
"Income taxes: credits: enterprise zones.","Budget, Spending, and Taxes",,,
"Income taxes: credit: new jobs.","Budget, Spending, and Taxes",,,
"Income taxes: credit: adoption costs.","Budget, Spending, and Taxes",,,
"Income taxes: corporations.","Budget, Spending, and Taxes","Business and Consumers",,
"Income taxes: carbon tax.","Budget, Spending, and Taxes","Environmental",,
"Income taxes: Franchise Tax Board: administration: confidentiality.","Budget, Spending, and Taxes",,,
"Income taxation: net operating losses: fraudulent investment arrangement losses.","Budget, Spending, and Taxes",,,
"Income taxation: deductions: net operating loss carrybacks: credits: eligible assignees: single sales factor.","Budget, Spending, and Taxes",,,
"Income taxation: deductions: net operating loss carrybacks.","Budget, Spending, and Taxes",,,
"Income tax: joint returns.","Budget, Spending, and Taxes","Family and Children Issues",,
"Income tax: health savings accounts. ","Budget, Spending, and Taxes","Health",,
"Income tax: credits: full time employees: hires.","Budget, Spending, and Taxes","Labor and Employment",,
"Income tax: credit: career pathways investment credit.","Budget, Spending, and Taxes",,,
"Income tax: corporations: minimum franchise tax.","Budget, Spending, and Taxes",,,
"Income tax: Golden State Scholarshare Savings Trust.","Budget, Spending, and Taxes","Education",,
"Income tax credits: emergency standby generators.","Budget, Spending, and Taxes","Energy",,
"Income tax credits: education and training.","Budget, Spending, and Taxes","Education",,
"Income tax credit: purchase: principal residence.","Budget, Spending, and Taxes","Housing and Property",,
"Income and corporation taxes: tax credit: employment.","Budget, Spending, and Taxes","Labor and Employment",,
"Income and corporation taxes: tax computation. ","Budget, Spending, and Taxes",,,
"Income and corporation taxes: gross income: exclusion: cash for clunkers. ","Budget, Spending, and Taxes","Transportation",,
"Income and corporation taxes: fraud reporting: reward program.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: definitions.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: credits: research.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: credits: manufacturers of diesel exhaust filters.","Budget, Spending, and Taxes","Energy",,
"Income and corporation taxes: credits: fire safety compliance.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: credits: diesel particulate matter reduction.","Budget, Spending, and Taxes","Environmental",,
"Income and corporation taxes: credit: manufacturer’s investment.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: capital gains.","Budget, Spending, and Taxes",,,
"Income and corporation taxes: Franchise Tax Board: administration: electronic communication.","Budget, Spending, and Taxes","Technology and Communication",,
"Income and corporation tax credits: sales and use taxes: qualified property.","Budget, Spending, and Taxes",,,
"Income and corporation tax credits: research and development: manufacturer’s investment: qualified employees.","Budget, Spending, and Taxes","Science and Medical Research",,
"Income and corporation tax credits: renewable energy projects.","Budget, Spending, and Taxes","Energy",,
"Income and corporation tax credits: Oroville enterprise zone.","Budget, Spending, and Taxes",,,
"Income and corporate taxes: credits: enterprise zones.","Budget, Spending, and Taxes",,,
"In-home supportive services: registries: criminal background checks.","Health","Senior Issues",,
"In-home supportive services: quality assurance and fraud prevention.","Health","Senior Issues",,
"In-home supportive services: California Independence Act of 2009.","Health","Senior Issues",,
"In-home supportive services providers: emergency shelter services.","Health","Senior Issues",,
"In-home supportive services providers: electronic timekeeping.","Health","Senior Issues","Technology and Communication",
"In-Home Supportive Services: provider training.","Health","Senior Issues",,
"In-Home Supportive Services: pilot project.","Health","Senior Issues",,
"In-Home Supportive Services: needs assessment.","Health","Senior Issues",,
"In-Home Supportive Services: fraud.","Health","Senior Issues","Crime",
"In-Home Supportive Services.","Health","Senior Issues",,
"In-Home Supportive Services program: Case Management Information and Payroll System. ","Health","Senior Issues",,
"In-Home Supportive Services program.","Health","Senior Issues",,
"Importation of crocodile and alligator parts.","Animal Rights and Wildlife Issues",,,
"Impersonation: Internet.","Crime","Technology and Communication",,
"Imperial Valley Pioneers Highway.","Transportation",,,
"Imperial County Transportation Commission.","Transportation",,,
"Immunizations for children: reimbursement of physicians.","Health","Family and Children Issues",,
"Immunizations","Health",,,
"Immunity: dentistry volunteers.","Health",,,
"Immigration.","Immigration",,,
"Illegal alien inmates.","Immigration","Crime",,
"Identity theft: restitution.","Crime",,,
"Identity theft: jurisdiction.","Crime",,,
"Identity theft.","Crime",,,
"Identification.","Legal Issues",,,
"Identification documents.","Legal Issues",,,
"Hunting: commercial hunting clubs.","Animal Rights and Wildlife Issues",,,
"Hunting or taking game.","Animal Rights and Wildlife Issues",,,
"Hunting or fishing: local regulation.","Animal Rights and Wildlife Issues",,,
"Hunting and fishing guides.","Animal Rights and Wildlife Issues",,,
"Hunter education courses: minimum hours.","Animal Rights and Wildlife Issues",,,
"Human trafficking: property: seizure.","Crime",,,
"Human trafficking: U visas.","Crime",,,
"Human trafficking awareness.","Crime",,,
"Human rights: Iran.","Civil Liberties and Civil Rights","Resolutions",,
"Human experimentation.","Health","Legal Issues",,
"Housing: residential rehabilitation.","Housing and Property",,,
"Housing: federal housing certificate program.","Housing and Property",,,
"Housing: condominium conversions.","Housing and Property",,,
"Housing cooperative trust and workforce housing cooperative trust.","Housing and Property",,,
"Housing and community development: housing omnibus bill.","Housing and Property",,,
"Housing and Emergency Shelter Trust Fund of 2006: CalReUSE program.","Housing and Property",,,
"Housing and Emergency Shelter Trust Fund Act of 2006: priority consideration.","Housing and Property",,,
"Housing and Emergency Shelter Trust Fund Act of 2006: homelessness.","Housing and Property","Welfare and Poverty",,
"Housing and Emergency Shelter Trust Fund Act of 2006: appropriations. ","Housing and Property",,,
"Housing and Emergency Shelter Trust Fund Account.","Housing and Property",,,
"Housing and Community Development: housing omnibus bill.","Housing and Property",,,
"Hospitals: seismic safety: periodic reports.","Health",,,
"Hospitals: seismic safety.","Health",,,
"Hospitals: quality assurance fee.","Health",,,
"Hospitals: employment of physicians and surgeons.","Health",,,
"Hospital employees: presumption.","Health",,,
"Hospice providers: licensed hospice facilities.","Health","Legal Issues",,
"Horses: show, competition, and sale events: fees: registration.","Animal Rights and Wildlife Issues",,,
"Horses: sale, purchase, or transfer. ","Animal Rights and Wildlife Issues",,,
"Horses.","Animal Rights and Wildlife Issues",,,
"Horsemeat and pet food: Rendering Industry Advisory Board.","Animal Rights and Wildlife Issues",,,
"Horse racing: workers’ compensation.","Animal Rights and Wildlife Issues","Recreation","Labor and Employment",
"Horse racing: thoroughbred racing: California-bred bonus program.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: thoroughbred racing: Breeders’ Cup: wagering deduction.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: statewide marketing organization.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: satellite wagering: out-of-country thoroughbred races.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: safety standards: racing surface.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: racetrack improvement contracting: small business and disabled veteran business enterprises.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: proposition parimutuel pool wagers.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: out-of-state thoroughbred races: the Arlington Million.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: out-of-state thoroughbred races: importation limitation.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: minisatellite wagering facilities.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: license fee reduction: quarter horse racing.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: harness or quarter horse races: imported races.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: fairs: capital outlay funding.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: deductions and distributions: trust funds.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: board powers: advance deposit wagering.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: audio or video recording.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: advance deposit wagering: wagering account facilities.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: advance deposit wagering: satellite wagering facilities.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing: Humboldt County Fair.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing officials: stewards, outriders, and official veterinarians.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing law: intent.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing law intent: licenses.","Animal Rights and Wildlife Issues","Recreation",,
"Horse racing law intent: backstretch personnel housing: jockey riding fees.","Animal Rights and Wildlife Issues","Recreation",,
"Honey.","Agriculture and Food",,,
"Homestead exemptions: Judicial Council.","Judiciary",,,
"Homelessness: federal funding.","Welfare and Poverty","Federal, State, and Local Relations",,
"Homelessness: Interagency Council on Homelessness.","Welfare and Poverty",,,
"Homeless youth: counseling services.","Welfare and Poverty","Family and Children Issues",,
"Homeless persons.","Welfare and Poverty",,,
"Homeless Veterans Housing and Supportive Services Act of 2010. ","Welfare and Poverty","Military",,
"Home-generated pharmaceutical waste.","Health",,,
"Home inspectors.","Housing and Property",,,
"Home inspections: energy audits.","Housing and Property","Energy",,
"Home health agencies.","Housing and Property",,,
"Home furnishings: juvenile products.","Housing and Property","Family and Children Issues",,
"Home furnishings: bedding products.","Housing and Property",,,
"Home Purchase Assistance Program: limitations.","Housing and Property",,,
"Home Purchase Assistance Program.","Housing and Property",,,
"Historic motor vehicles: preservation.","Transportation",,,
"Historic Highway Route 94.","Transportation",,,
"Highways: victim memorial signs.","Transportation",,,
"Highways: county signs: honoring veterans. ","Transportation","Military",,
"Highways: Route 710: sale of property.","Transportation",,,
"Highway workers: assault and battery.","Transportation","Crime",,
"Higher Education Facilities Bond Act of June 1990.","Education",,,
"High-occupancy vehicle lanes.","Transportation",,,
"High-occupancy toll lanes.","Transportation",,,
"High-occupancy lanes: single occupancy vehicles: sunset date.","Transportation",,,
"High technology.","Technology and Communication",,,
"High school spirit activities.","Education",,,
"High school instruction: course of study.","Education",,,
"High school graduation: local requirements: foster children.","Education","Family and Children Issues",,
"High school graduation requirements.","Education",,,
"High school curriculum: volunteer service.","Education",,,
"High deductible health plans: health savings accounts.","Health",,,
"Hetch Hetchy Water and Power: renewable generation.","Energy",,,
"Heritage school instruction.","Education",,,
"Hepatitis B.","Health",,,
"Hemodialysis technicians.","Health",,,
"Heavy-duty vehicles: particulate matter and nitrous oxides. ","Transportation","Environmental",,
"Hearsay evidence: wills and revocable trusts.","Legal Issues",,,
"Hearing screening: resources and services.","Health",,,
"Hearing aids.","Health",,,
"Hearing Aid Awareness Month.","Health","Resolutions",,
