"WILLIAMSON, AUTHOR W.","Other",,,
"WELLONS, MYRNA MILLER","Other",,,
"WEIGHTS & MEASURES","Other",,,
"WAYNESVILLE","Municipal and County Issues",,,
"WATHA","Municipal and County Issues",,,
"WATEREE RIVER","Environmental",,,
"WATER/WASTEWATER AUTHORITY","Public Services",,,
"WATER QUALITY COST SHARE COMN.","Environmental",,,
"WASHINGTON","Municipal and County Issues",,,
"WAREHOUSING","Other",,,
"WARD, MARVIN MARTIN","Other",,,
"WALLACE","Municipal and County Issues",,,
"VOCATIONAL REHABILITATION","Labor and Employment",,,
"VETOED","Executive Branch",,,
"UWHARRIE REGIONAL RESOURCES FUND","Environmental",,,
"UWHARRIE REGIONAL RESOURCES COMN.","Environmental",,,
"URBAN GROWTH STUDY COMN.","Municipal and County Issues",,,
"UNC PUBLIC TELEVISION BOARD","Technology and Communication",,,
"TURNER, JAMES R.","Other",,,
"TURNER, EUGENE BURNS","Other",,,
"TRYON","Municipal and County Issues",,,
"TROUTMAN","Other",,,
"TRAUMA SYSTEM STUDY COMN.","Health",,,
"TOPSAIL BEACH","Municipal and County Issues",,,
"THOMASVILLE","Municipal and County Issues",,,
"TEXTBOOKS","Education",,,
"TESTING SERVICES","Education",,,
"TEACHING FELLOWS COMN.","Education",,,
"TEACHER COMPENSATION STUDY COMM.","Education",,,
"TEACHER ACADEMY BOARD","Education",,,
"TAXES, INVENTORY","Budget, Spending, and Taxes",,,
"TAXES, INHERITANCE","Budget, Spending, and Taxes",,,
"TAXES, FIRE DISTRICT","Budget, Spending, and Taxes",,,
"TAXES, DISPOSAL","Budget, Spending, and Taxes",,,
"SWOFFORD, WILLIAM OLIVER","Other",,,
"SWANNANOA","Municipal and County Issues",,,
"SURVEYING","Other",,,
"SUNSET BEACH","Municipal and County Issues",,,
"SUGAR MOUNTAIN","Municipal and County Issues",,,
"SUBSTANCE ABUSE PROFESSIONALS BD","Health","Drugs",,
"STRUCTURAL PEST CONTROL COMM.","Other",,,
"STATE GOVERNMENT E-COMMERCE STUDY COMN.","State Agencies",,,
"STATE FUNDED FINANCIAL AID STUDY COMM.","State Agencies",,,
"STATE EMPLOYEE BENEFIT COMM.","State Agencies","Labor and Employment",,
"SPENCER","Municipal and County Issues",,,
"SOLAR INVESTMENT COMM.","Energy",,,
"SOCIAL WORKERS BOARD","Social Issues",,,
"SOCIAL SECURITY","Public Services",,,
"SNEADS FERRY","Municipal and County Issues",,,
"SMALL BUSINESS JOBS STUDY COMM.","Business and Consumers",,,
"SMALL BUSINESS FUND","Business and Consumers",,,
"SMALL BUSINESS CONTRACTOR AUTHORITY","Business and Consumers",,,
"SLOPE CONSTRUCTION STUDY COMN.","Other",,,
"SHANNON","Municipal and County Issues",,,
"SESSION LIMITS","Legislative Affairs",,,
"SENIOR TAR HEEL LEGISLATURE","Legislative Affairs","Senior Issues",,
"SEN. BASNIGHT",,,,
"SCOTT, ROBERT WALTER ""BOB""","Other",,,
"SCOFIELD, GEORGE","Other",,,
"SCIENCE/MATH SCHOOL BOARD","Education",,,
"SCIENCE & TECHNOLOGY STUDY COMN.","Science and Medical Research","Technology and Communication",,
"SCIENCE & TECHNOLOGY BOARD","Science and Medical Research","Technology and Communication",,
"SCHOOL FUNDING STUDY COMM.","Education",,,
"SANITARY DISTRICT STUDY COMN.","Health",,,
"SANITARIAN EXAMINERS BOARD","Health",,,
"SANFORD","Municipal and County Issues",,,
"RTP","Other",,,
"ROUGEMONT","Municipal and County Issues",,,
"ROSEBORO","Municipal and County Issues",,,
"ROLESVILLE","Municipal and County Issues",,,
"ROBBINS","Municipal and County Issues",,,
"ROBBERY","Crime",,,
"RIVER BEND","Municipal and County Issues",,,
"RICHLANDS","Municipal and County Issues",,,
"RESOURCE/DEVELOPMENT COUNCILS","Environmental",,,
"RESIDENTIAL BUILDING CODE COUNCIL","Housing and Property",,,
"REP. HACKNEY",,,,
"REP. GILL",,,,
"REINSURANCE FACILITY BOARD","Insurance",,,
"REFRIGERATION EXAMINERS BOARD","Other",,,
"RECREATIONAL THERAPY","Health",,,
"REAGAN, RONALD","Other",,,
"RATE BUREAU","Other",,,
"RANDLEMAN","Other",,,
"RAILROADS STUDY COMN.","Transportation",,,
"RAILROAD BOARD","Transportation",,,
"RADIATION PROTECTION COMN.","Health",,,
"PUBLIC-PRIVATE PARTNERSHIPS COMN.","Other",,,
"PUBLIC SAFETY EMPLOYEE RELATIONS COMN.","Labor and Employment",,,
"PROSPECT HILL","Municipal and County Issues",,,
"PROJECT GRADUATE STUDY COMM.","Education",,,
"PROFESSIONAL EMPLOYER COUNCIL","Labor and Employment",,,
"PRISON OVERCROWDING COMM.","Crime",,,
"PRESCRIPTION TRAFFICKING STUDY COMN.","Health",,,
"PRESCRIPTION DRUG ABUSE TASK FORCE","Health",,,
"POVERTY TASK FORCE","Welfare and Poverty",,,
"POST-CONVICTION BOND COMM.","Crime",,,
"POELI COMN.","Other",,,
"PLYMOUTH","Municipal and County Issues",,,
"PLEASANT GARDEN","Municipal and County Issues",,,
"PINEHURST","Municipal and County Issues",,,
"PINE KNOLL SHORES","Municipal and County Issues",,,
"PERQUIMANS RIVER","Environmental",,,
"PEE DEE RIVER","Environmental",,,
"PEDORTHIST LICENSURE BOARD","Health",,,
"PASTORAL COUNSELORS BOARD","Other",,,
"PARTNERSHIPS","Other",,,
"PARENTING EDUCATION STUDY COMN.","Family and Children Issues",,,
"ORTHOTICS & PROSTHESES","Health",,,
"OLD FORT","Municipal and County Issues",,,
"OFFSHORE WIND FARMING STUDY COMM.","Energy",,,
"OFF-ROAD VEHICLE TRUST FUND","Transportation",,,
"OCCUPATIONAL THERAPY BOARD","Labor and Employment",,,
"OCCUPATIONAL TESTING","Labor and Employment",,,
"OBAMA, BARACK","Other",,,
"OAK RIDGE","Municipal and County Issues",,,
"NURSING SCHOLARS COMN.","Health",,,
"NURSE OVERTIME STUDY COMN.","Health",,,
"NEW RIVER","Environmental",,,
"NEW LONDON","Municipal and County Issues",,,
"NEGOTIABLE INSTRUMENTS","Other",,,
"NC SAVE$ ENERGY OVERSIGHT BOARD","Energy",,,
"NC SAVE$ ENERGY ADVISORY COUNCIL","Energy",,,
"NATURAL HERITAGE TRUST FUND BD.","Other",,,
"MURFREESBORO","Municipal and County Issues",,,
"MOUNT AIRY","Municipal and County Issues",,,
"MOTOR VEHICLE REPAIR BOARD","Transportation",,,
"MOTOR VEHICLE DEALERS BOARD","Transportation",,,
"MORGANTON","Municipal and County Issues",,,
"MOORESVILLE","Municipal and County Issues",,,
"MITCHELL COUNTY","Municipal and County Issues",,,
"MILLS RIVER","Environmental",,,
"MIDWAY","Municipal and County Issues",,,
"MESSER, JACKIE","Other",,,
"MENTAL HEALTH BOARDS","Health",,,
"MEDICAL CARE COMN.","Health",,,
"MASSAGE THERAPY BOARD","Health",,,
"MALONE, VERNON","Other",,,
"LOWRY, JIMMY REESE","Other",,,
"LOUISBURG","Municipal and County Issues",,,
"LONG, JAMES EUGENE ""JIM""","Other",,,
"LOCUST","Other",,,
"LITTLE TENNESSEE RIVER BASIN COMN.","Environmental",,,
"LITTLE TENNESSEE RIVER","Environmental",,,
"LITTLE SWITZERLAND","Municipal and County Issues",,,
"LEXINGTON","Municipal and County Issues",,,
"LENOIR","Municipal and County Issues",,,
"LEGISLATIVE TUITION GRANT STUDY COMN.","Legislative Affairs",,,
"LEGISLATIVE LIBRARY","Legislative Affairs",,,
"LEGISLATIVE COMPENSATION COMN.","Legislative Affairs",,,
"LAURINBURG","Municipal and County Issues",,,
"LANDSCAPE CONTRACTORS BOARD","Environmental",,,
"LAKE WACCAMAW (TOWN)","Municipal and County Issues",,,
"KURE BEACH","Municipal and County Issues",,,
"KORNEGAY, HORACE ROBINSON","Other",,,
"KNIGHTDALE","Municipal and County Issues",,,
"KINSTON","Municipal and County Issues",,,
"KING, MARTIN LUTHER, JR.","Other",,,
"KEPHART, HORACE","Other",,,
"JONES COUNTY","Municipal and County Issues",,,
"JAMESTOWN","Municipal and County Issues",,,
"INTERSTATE TRADE","Trade",,,
"INTERPRETER LICENSING BOARD","Other",,,
"INSURANCE, DISABILITY","Insurance",,,
"INNOVATIONS IN EDUCATION STUDY COMN.","Education",,,
"INFORMATION TECHNOLOGY OVERSIGHT COMM.","Technology and Communication",,,
"INDIAN TRAIL","Municipal and County Issues",,,
"INDIAN CHILDREN COMM.","Indigenous Peoples",,,
"INDIA CENTER AUTHORITY","Other",,,
"INCENTIVE BONUS REVIEW COMM.","Other",,,
"HUTCHENS, MICKEY","Other",,,
"HUMANITIES COUNCIL","Arts and Humanities",,,
"HUMAN TRAFFICKING COMN.","Civil Liberties and Civil Rights","Crime",,
"HUMAN RELATIONS COMN.","Other",,,
"HOUSING PARTNERSHIP","Housing and Property",,,
"HOMEOWNERS ASSOCIATIONS COMM.","Housing and Property",,,
"HOME SCHOOL ACTIVITIES STUDY COMM.","Education",,,
"HOLMES, GEORGE MILTON","Other",,,
"HOBGOOD","Municipal and County Issues",,,
"HMOS","Health",,,
"HILLSBOROUGH","Municipal and County Issues",,,
"HIGH-SPEED URBAN INTERNET STUDY COMM.","Technology and Communication",,,
"HIGH-SPEED RAIL COMPACT COMN.","Transportation",,,
"HERTFORD","Municipal and County Issues",,,
"HELMS, JESSE ALEXANDER, JR.","Other",,,
"HEALTH & WELLNESS TRUST FUND","Health",,,
"HEALTH & WELLNESS FUND COMN.","Health",,,
"HARPER, MARGARET TAYLOR","Other",,,
"HARKERS ISLAND","Municipal and County Issues",,,
"HAMLET","Municipal and County Issues",,,
"GUARDIANSHIP LAWS STUDY COMN.","Family and Children Issues",,,
"GROVER","Municipal and County Issues",,,
"GRADUATION DISPARITY COMN.","Education",,,
"GOVERNORS LOGISTICS TASK FORCE","Executive Branch",,,
"GOVERNMENTAL OPERATIONS COMN.","Government Reform",,,
"GODWIN","Municipal and County Issues",,,
"GLOBAL ENGAGEMENT COMN.","Other",,,
"GLOBAL ECONOMIC INITIATIVE COMN.","Commerce",,,
"GASTONIA","Municipal and County Issues",,,
"GARNER","Municipal and County Issues",,,
"FRENCH BROAD RIVER","Environmental",,,
"FRANKLIN","Municipal and County Issues",,,
"FRANCE, WILLIAM C., JR.","Other",,,
"FORLINES, JOHN ARTHUR, JR.","Other",,,
"FONTANA DAM (TOWN)","Municipal and County Issues",,,
"FIRE ANT STUDY COMM.","Animal Rights and Wildlife Issues",,,
"FALLS LAKE","Environmental",,,
"FAIR BLUFF","Municipal and County Issues",,,
"EQUITABLE DISTRIBUTION","Civil Liberties and Civil Rights",,,
"ENOCHVILLE","Municipal and County Issues",,,
"ENERGY FUTURE STUDY COMN.","Energy",,,
"EMPLOYEE INSURANCE COMM.","Labor and Employment","Insurance",,
"EMERGENCY SERVICES AT LEGISLATURE STUDY COMM.","Legislative Affairs",,,
"EMERGENCY MEDICAL SERVICES COUNCIL","Health",,,
"ELKIN","Municipal and County Issues",,,
"ELEVATORS & ESCALATORS","Transportation",,,
"ELECTROLYSIS BOARD","Other",,,
"EDUCATION FOR MILITARY CHILDREN COMPACT COMN.","Military","Education",,
"EARLY CHILDHOOD PROGRAMS STUDY COMM.","Family and Children Issues",,,
"EARL","Municipal and County Issues",,,
"EAGLE SPRINGS","Municipal and County Issues",,,
"DROPOUT PREVENTION COMN.","Education",,,
"DISPUTE RESOLUTION COMN.","Other",,,
"DEFERRED COMP. PLAN BOARD","Other",,,
"DEEP RUN","Municipal and County Issues",,,
"DALLAS","Municipal and County Issues",,,
"CRONKITE, WALTER LELAND, JR.","Other",,,
"CREDIT CARDS","Commerce",,,
"CPOE & TRAINING STANDARDS COMN.","Other",,,
"COURTS COMN.","Judiciary",,,
"COSMETICS","Other",,,
"CORRECTIONS OVERSIGHT COMM.","Crime",,,
"CONSUMER & FAMILY ADVISORY COMM.","Business and Consumers","Family and Children Issues",,
"CONSERVATION COUNCILS","Environmental",,,
"CONOVER","Municipal and County Issues",,,
"COMPARATIVE NEGLIGENCE STUDY COMM.","Other",,,
"COMPARATIVE EFFECTIVENESS TASK FORCE","Other",,,
"COLON HYDROTHERAPY BOARD","Health",,,
"COLLINS, CHRISTOPHER DUFFY","Other",,,
"CITIZENS EFFICIENCY COMN.","Other",,,
"CHIROPRACTIC EXAMINERS BOARD","Health",,,
"CHARTER SCHOOL ADVISORY COMM.","Education",,,
"CENTENNIAL AUTHORITY","Other",,,
"CEMETERY ACT STUDY COMN.","Other",,,
"CARY","Municipal and County Issues",,,
"CARTER, W. HORACE","Other",,,
"CAPITAL FACILITIES AGENCY","Other",,,
"CAMDEN COUNTY","Municipal and County Issues",,,
"BUTNER","Municipal and County Issues",,,
"BRUNSWICK","Municipal and County Issues",,,
"BROADBAND SMART GRID TASK FORCE","Technology and Communication",,,
"BROADBAND ACCESS TASK FORCE","Technology and Communication",,,
"BRIDGETON","Municipal and County Issues",,,
"BLACKBEARD ANNIVERSARY COMM.","Other",,,
"BLACK MOUNTAIN","Municipal and County Issues",,,
"BISHOP, ERNEST HERTFORD ""E.H."", JR.","Other",,,
"BIOMASS WORKING GROUP","Energy",,,
"BELMONT","Municipal and County Issues",,,
"BEAUTY PAGEANT STUDY COMM.","Other",,,
"BEACON STUDY COMN.","Other",,,
"BEACH ISSUES STUDY COMN.","Environmental",,,
"AWARDS, BOARD OF","Other",,,
"AUTOMOTIVE SERVICE AND REPAIR","Transportation",,,
"AUTISM INSURANCE STUDY COMN.","Health",,,
"ATHLETICS COMN.","Recreation",,,
"ASHEBORO","Municipal and County Issues",,,
"ARTS IMPACT IN WESTERN NC STUDY COMN.","Arts and Humanities",,,
"ARCHITECTURE","Other",,,
"ARCHITECTS","Other",,,
"AQUARIUMS","Public Services",,,
"ANTIQUATED LAWS","Legislative Affairs",,,
"ALTERNATIVE ENERGY STUDY COMN.","Energy",,,
"AGRICULTURAL INSPECTION","Agriculture and Food",,,
"AGING STUDY COMN.","Senior Issues",,,
"ADMINISTRATIVE CODE","Other",,,
"ACTIVE LIVING COMMUNITIES COMN.","Other",,,
"ACCESS TO CONTROLLED SUBSTANCES SYSTEM STUDY COMM.","Drugs",,,
"ABERDEEN","Municipal and County Issues",,,
